tablet_id,transliteration,translation,source_pdf
385. kt 94/k 694,um-ma I-tur4-DINGIR-ma a-na En-um-A -šur qi-bi-ma 5 rGU₁ [UR]UDU ma-aš-a-am [X] X 1-bi4 ša-ni-a-r am r 1 [i-]na ha-ra-ni-a [š1a-a-ma a-ma-kam ríi-ni-dì₁ r t-na - 1 [ ... ] r e-ma-1[. .. ] r u-ští-ra-a-ma?₁ [i-t ]a-pu-lu-ni-šu,"From Itur-ili to Ennam-Assur: Buy 5 talents of washed copper another ... on my journey, and let it be deposited there. I shall release, and they will balance it with him.",AKT 6b.pdf
386. kt 94/k 1374,"um-ma l-tur4-DINGIR-ma a-na En-um-A -šur qi-bi4-/ma a-na u-uh-šu-ša-na ti-ir-ta-ka li-li-ik-/ma H-im 30 TUG i-a-u-tim li-iš-lu-tu-ma lu-še-bi4-lu-ni-kum Ši-im 1 TUG a-bar-ni-im ša DUMU -luJ x ₁-nim li-iš-lu-tu-ma lu-še-bu₁šic_lu-ni-kum T ""' , u , šz-zm VI' • UG L , ša u₁ li-iš-lu-tu-ma : lu-še-birlu-ni-kum otes: 1. 8: I cannot offer convincing restoration","From ltur-ili to Ennam-Assur: Send word to W ahsusana that they should take control of the proceeds from my 30 textiles and send it to you. They should take control of the proceeds from 1 Abarnian textile belonging to Alu ... num's son and send it to you. Also, they should take control of the pro- ceeds from the textiles belonging to ahum and Ennanum and send it to you. name.",AKT 6b.pdf
387. kt 95/k 394,[a-n]a I-turrDINGIR [ um-m ]a En-urn-A [ a-rna- ]l ' tt-tr-tt- ' . 'k' [ta-]dŠ-bi-it rKB₁₁ [x ma]-na 15 GIN [x x š1a-zu-uz-t[a-ka [ ... š1í-ml break r x₁ die[ ... ] [x] r x₁ i-na e-ld-i-[a] [Šu-]ma ma-ma-an[(. . .)] [x]-ku-ra-am na-[ ... ] r li-ba-ka 1 J [ ••• ra-bi a-l[ta ... ] ša v r x 1 [ ... ] 2 m[a-na ... ] 2 m[a-na ... ] 2 m[a-na ... ] [x]rxx₁ [ .•• ] [x]a-na rx₁ [ .•• ] 170 Letters u₁ [x x] tam a-le-e-r [ ... ] rx x x₁ [ ... ] [ ... ] ša e-ka i-[. .. ],"To from In accordance with your instructions ... your representatives ... the final payment of the silver, x minas 15 shekels ... when I come up. If anyone ... my dear father ... - Itur-ili",AKT 6b.pdf
388. kt 94/k 621,a-na I-tur₄-DINGIR qí.bi-ma um-ma -lu-la-a u tam-ka-ru-um-r ma 1 16 2/3 ma-na ri-ik-/ša-am ku-nu-ki r ša 1 -lu-la-a ša [Ša]-lim-ar-dt u E-wa-ri-mu-ša ub-lu-ni-ku-n[ i-m ]a šu-mi DAM.GAR u-du-u-ma r a- ₁na na-ab-H-im nu-šC-bi-ld-ku-ni DAM. GAR En-um-A-šur a-ma-kam ri-ik-ša-[am] a-na En-um-A.r šur₁ u r dì₁-in-ma te-er-ta-/ka r le ₁-zi-ba-am a-di AN.NA SJ:a] ta-di-nu-/ni-ma 27 ma-na AN.NA i(ti-ka-ma i-ba-H 30 ma-na AN.NA ta-di-na-ma [iŠ]-ti Pi-la-ah-ŠŠtar i-ba-/Ši a-bi a-ta a-šu-mi-ka₁₁ I.e. r ša r ₁-ah-ra-ku-ma li-bi4 la [x x] dí-in H[x x] rzu tadaa₁,"To ltur-ili from Alulaya and the mer- chant: The bundle of 16 2/3 minas, sealed by Alulaya, that Salim-wardi and Ewarimuh brought to you and for which the name of the merchant was made known, and which we sent you for safe-keeping - En- nam-Assur was the merchant. e. Give the bundle to Ennam-Assur there and then let him leave a message from you for me. With respect to the tin you sold, 27 minas of tin are in your possession; You sold 30 minas of tin and that is with Pilah-!Star. My dear father, because of you I am de- layed and my heart ...",AKT 6b.pdf
389. kt 94/k 819,a-na J.dí-a-bi-im I-tur4-DINGIR En-na-ni[m] u I-na-ah-DINGIR qí-b[i-ma] [u]m-ma En-nam-A-šu[r-ma] GU ru₁ 4 AN.NA [ ... ] ša a-bi-ni a-ma-ka[m ... ] e-zi-bu-ma a-r x 1 [ ••• ] a-na Ha-na-a: a-[ ... ] ta-dì-r na ₁-ni-ma [ .. ] iš-tu Pu-ru-u[ š-ha-dim] u-ší-ba-ld-ku-n[ u-tz1 a-na-kam i-nu-mi e-r[i-qa-tim] a-na Pu-ru-uš-ha-di[m] iš-ti Dan-A-šur DUMU Pu[zur4-A-šur] a-bu-ku d-ir-tì a-na Ha-na-a I-dì-Ku-bi-im u Dan-r ₁-[šur ... ] aš-pu-ur-ma 25 ma-[na ... ] U-Ša-ak-ni-ku-ŠT.u-nu ... ] iš-ti I-di-Da-gan [ ... ] u ša ki-[ma ... ] 172 Letters - Itiir-ili u ti-ir-ti ša k[i-ma ... ] um.r rna šu-nu ₁-ma [ ... ] iš-t[ì wa-]ar-k[i-u-tim ... ] [nu ]-še-ba-al-[šu-um be-lu-a] a-tu-nu KB li-iŠ-[ ... ] šu-ma ta-da-ga-la-ma ha-ra-num a-n[ U-š1a pa-ti-at-ma [a-pu]-tum KB ší-bi-la a-ma-kam a-tu-nu mi-il5-ka -lu-wa tu-ur-da la i-ša-hu-ur,"To Iddin-abum, ltur-ili, Ennanum and Inah-ili from Ennam-Assur: 4 talents of tin and ... belonging to our father they left there and ... to Hanaya ... you gave to me and ... I shall send it to you from Purushaddum. Here, when I shipped the wagons to Pu- rushaddum with Dan-Assur son of Puzur- Assur, I sent my instructions to Hanaya, Iddin-Kubum and Dan-Assur, and they made them seal 25 minas of ... ... with Iddin-Dagan ... and to the representatives of ... also, the instructions of the representatives ... They said: ""We shall send it to him with the next transport."" My dear lords, let the silver ... If you observe that the road to Ussa is open, then please send silver. I You yourselves make up your minds the- re! Send Aluwa. he should not delay.",AKT 6b.pdf
390. kt 94/k 604::-,a-na N-la-ah-Htar DUMU -šur-ŠIP u KISIB En-um-A -šur DUMU Ša-lim-A-šur,To Pilah-IStar son of Assur-re'i and our own Amur-Istar; seal of Ennam-Assur son of Salim-Assur,AKT 6b.pdf
391. kt 94/k 637::-,a-na N-ld-ah-ŠŠtar u -mur-ŠŠtar a-na Pí-la-ah-ŠŠtar qi-bi-ma um-ma En-um-A-šur-ma 1 TlJG ra-qa-tcim SIGs ša a-na Ši-mi-im a-di-na-ku-/ni a-hi : a-ta : a-na ma-la a-we-lu-ti-ka ra-qci-tcim di-in-ma KB ku-nu-uk-ma : KI A-mur-ŠŠtar šìbi-lam : u šu-ma ra-qa-tum la ta-ad-na-at-ma a-di-ni : i-ba-Ši ki-ma 176 Letters - Pilah-Istar a-5í-mi-ša : u-bu-lu KB i-ra-ma-ti-ka r i-dz₁ -ma ku-nu-uk-ma A-mur-Htar lu-ub-r lam 1 u lu gi₅-mi-lum _- i-a-ti ha-ra-ni a-na A-liml{ki} u a-na-ku a-we-eš gi₅-mi-lim A-mur-Htar šu-a-ti: u-qd-a-šu,"To Pilah-IStar and Amur-IStar; specifically to Pilah-IStar from Ennam- Assur: As to the one thin textile of good quality that I gave you to sell, my dear brother, sell the thin one acting as a true gentle- man, seal the silver and send it with Amur-IStar. But if the thin textile has not been sold and is still there, put down silver yourself as much as it will fetch when sold, seal it and let Amur-IStar bring it. So let it be a favour to me - I am going to the City; I too am a man of favours. Amur-IStar should not delay, send him. It is him I am waiting for.",AKT 6b.pdf
392. kt 94/k 626*,um-ma Pi-La-ah-Htar-ma a-na u En-urn-A -šur a-na En-urn-A -šur qi-bi-ma dŠ-ta-na-/me-ma a-na -li-im ha-ra-ka a-di tup-pi-im ša šu-mi DAM. GAR ld-ap-tu-ni-ma iš-ti-ka i-ba-Ši-/u rup-pd-am šu-a-ti a-šar a-na ša [Ša]-zu-uz-ti-ka thi-bu-šu ša-hi-/iz-ma [it šu]-mi ša-zu-uz-ti-ka i-/na [li-bi t]ì-ir-tí-ka lu-up-ta-ma šu-ma l '] šu-wa-tt-mz-tn KB [ v v ' ' . [x x]-la-kum a-ta u-la [ta-ašúta-na-me ki-ma i-na [Ša- l' a-]tu-ar ' šz- 'k' a-tu-m-ma ' . v [ u i-na] qha-ab a-li-ma [i-na pu-il]h?-ri-šu-nu šì-hi-tu-/ni-ma [ x x x (x) ih pta-na-ta a-na 1 hi-tim [x x x x x x (x)] i-[tu]-ru-ma [x x x (x) a-n]a-kam m[u-hu]-ur-šu-nu-ma [ ... ] tí-ni [ ... ]-na [u-]la[xxx] rhi₁ [x] rta₁ nam u-ŠJ. [X X x]-mz a-na-ku u a-ta [x x x] i-na tup-pi-i[m ša š1u-mz DAM. GAR la-ap-t[ii 1] ITLKAM iŠ-tí-in u-la H-na wa-ar-hu e e-d-qu-ma -tum> [ ... ] i [x] ša ki-ma [ ... ] [x u4-m]z-im iš-tí-in Ia ttí-pa-/aš I.e.,"From Pilah-Htar to Assur-taklaku and En- specifically to Ennam-Assur: I keep hearing that you are going to the City. With respect to the tablet that was written in the name of a merchant and is with you, point out where you left this tablet with your representatives and then write the names of your representatives in your message, and if it was not for him the sil- ver ... to you. Do you not keep hearing that there is war- fare in Salatuwar and within the city itself there is a revolt in their assembly, and he keeps committing sins ... they have come back to sin ... ... approach them there I and you ... in the tablet that was written in the name of a merchant, not a single or two months must be overdue so interest ... he hit do not make in a single day.",AKT 6b.pdf
393. kt 94/k 1379,urn-rna N-la-ah-Htar-rna a-na En-urn-A -šur qi-bi-rna a-šu-rni KB ša DAM. GAR ša a-na-karn a-na A-lu-la-a tu-ša-zi- < za- > -ni A-lu-la-a wa-ar-ki-ka-/ma ha-ra-šu : i-ta-ld-/ak iŠ-tu 45 u4-me KB im-qu-ta-rna i-ba-Ši šu-ma ša-ah-ra-/ti ti-ir-ta-ka li-li-karn-/rna a-šar ta-ša-pa-ra-ni KB ta-aš-qu-ul u-la a-na hu-ša-/hi-a KB lu-pa-ni KB Ia,"From Pilah-IStar to Ennam-Assur: Concerning the merchant's silver for which you made me guarantee here to Alulaya, Alulaya later went on a trip after you. 45 days ago the silver arrived and is ready. If you are delayed, send word and I shall pay the silver where you write. Otherwise let me set it aside for my own needs. The silver should not be idle.",AKT 6b.pdf
394. kt 94/k 1277,um-ma Pi-la-ah-ŠŠtar-ma a-na En-um-A -šur qí-bi4-ma a-na 6 5/6 ma-na KB ša a-na DAM. GAR ha-bu-la-ku-/ni a-na-kam-ma tu-na-hi-da-/ni um-ma a-ta-ma KB ša i-ma-qU-ta-ku-ni a-na ša-nim ta tu-pa-na a-na A-lu-ld-a ki-ma DAM.GAR šu-qu-ul15 u4-me e. ta i-li-ik KB im-qu-ta-ma -lu-la-a a-na-kam la-šu-ma KB a-dì u₄-mt-im a-nim i-ku-nu-ki-šu i-ba-5í a-dí H-ni-šu u 3 Šdl-H-šu tí-ir-tí i-li-ka-kum u i-pz-a tí-ra-tim : aš.r ta ₁-pa-ra-/kum ta-aŠ-pu-ra-am um-ma a-ta-ma KB iš-ti-ka-ma li-bi4-/Ší li-ba-ka [lu] i-deš ki-ma iš-tu 4 ITI.KAM KB a-šu-mi-ka 180 Letters - Pilah-IStar u₄-ra-ni a-ta-ld-ak KB a-ša ki-ma i-a-tì e-zi-ib,"From Pilah-IStar to Ennam-Assur: Here you instructed me about the 6 5/6 minas of silver that I owe to the merchant, and you said: ""Whatever silver falls to you, do not set that aside to any other person; pay it to Alulaya on behalf of the merchant."" Before 15 days had gone by silver fell into my hands, but Alulaya was not here, so the silver remains to this day under his seal. 2 or 3 times I have sent word to you, and I have sent you oral messages, and you answered: ""Let the silver remain in your possession."" You certainly know that the silver has been held up for 4 months in your name. Tomorrow I shall leave. I have left the silver with my representative_",AKT 6b.pdf
395. kt 94/k 803,um-maA-la-a-ma Šlep-IŠtar-/ma a-na tdm-ka-ri-im qí-bi4-ma 6 5/6 ma-na KB 5í- < im- >tam ni-il₅-qe a-ha-ma 2/3 ma-na 1 GIN KB ša 4 ha-am-ša-tim 12 GIN ki-ib-ša-tim ša ša 6 ma-na KB 5 1/4 GIN rsA ab-num ša E ka-ri-im ₁.BA : SUNIGIN 5/6 ma-na 8 1/4 GIN KB H-im-tim it-hi-i : i-na ke-ni-im a-na KB ša li-birka lo.e_ 1/3 ma-na 4 112 GIN KB Pi-ld-ah-IŠtar DUMU A-šur-ŠIPA ik-la um-ma A-ld-a-ma 1/3 ma-na KB a-na hu-bu-li-ka a-na En-um-A -šur DUMU Su-{d}EN.LIL aš-qul5 GIN Šlep-Htar KB ilš-qe a-ma-kam lu-ba-li-td-ku-/um Letters- Pilah-IStar 7 ma-naKB ku-nu-ki-ni -šur-e-nam DUMU {d}UTU-ba-ni na-JJ-a-ku-lum a-hi a-ta ki-ma KB ta-al-qC-u-ni rup-pa-am ša hu-bu-li Pz-la-ah-ŠŠtar a-na -šur-e-nam dt-in-ma rup-pa-am šu-up-ra-nim-ma tup-pu-u KI ki-la-la-r 1 X li-mu-tu u KB a-šu-mz Pi-ld-ah-Htar GAN-lam e-ti-iq,"From Alaya and Sep-IStar to the mer- chant: We took the agreed amount of 6 5/6 mi- nas of silver. Further, interest of 2/3 mina 1 shekel of silver; for 4 weeks 12 shekels: deductions; on 6 minas of silver: 5 1,4 she- kels. Specified with the colony's weight stone. In all, 5/6 mina 8 \4 shekels of silver he transferred to the agreed amount. Truly, Pilah-IStar son of Assur-re'i held 1/3 mina 4 lh shekels back on the silver in your possesswn. From Alaya: I have paid 1/3 mina of silver on your debt to Ennam-Assur son of Su-Illil. Sep-IStar took 5 shekels of silver. Let him make it up to you there. 181 Assur-ennam son of Samas-bani brings you 7 minas of silver under our seals. My dear brother, when you have received the silver give the tablet concerning the debt of Pilah-IStar to Assur-ennam, send the tablet to me so I can nullify the tablet with them both; also, the silver passed overland in the na- me of Pilah-IStar.",AKT 6b.pdf
396. kt 94/k 750,KISIB En-na-ŠU.in DUMU I-dí.a-bi-im KISIB A-šur-ta-ak-ld-ku DUMU I-ku-nim KISIB Pi-la-ah-ŠŠtar DUMU -šur-ŠIP 182 Letters - Pilah-IS 6 5/6 ma-na KB Pí-la-ah-Htar DUMU A-šur-ŠIP DAM.GAR i-šu-u iš-tit ha-mu-uš-tim ša En-na-Šu-in DUMU Ku-ra-ra a-na 7 ha-am-ša-tim KB i-ša-qal šu-ma i-na ma-la u₄-me-šu KB Ia iŠ-qu-ulll/2 GIN.TA i-na ITU .l.KAM a-na 1 ma-na-im ITU.1.KAM ab-ša-ra-ni li-mu-um Šu-Šu-in DUMU Ba-bi-lim uninscribed space 3 GIN KB a-na Šu-Htar DUMU Ma-li-ki-i/5-šu aŠ-qul 2 1/2 GIN KB a-na a-la-ni ša-ar-ša-ra-ni aŠ-qu-ul-ma a-na Mu-za a-di-in 2 GIN KB Ši-im 2 iš-ra-tim a-na -šur-ma-lik DUMU Lu-zi-na mì-ma a-nim a-šu-mì Ku-da-tim u-ša-qi-i/5,"Seal of Enna-Suen son of Iddin-abum, seal of Assur-taklaku son of Ikunum, seal of Pilah-IStar son of Assur-re'i. tar Pilah-IStar son of Assur-re'i owes 6 5/6 minas of refined silver to the merchant. Reckoned from the week of Enna-Suen son of Kurara he will pay back the silver in 7 weeks. If he has not paid back at the completion of his term, he will add interest at the rate 1 lh shekel per month per mina. Month Ab-šarrani, in the eponymy Su- Suen son of Babilum. I paid 3 shekels of silver to Su-IStar son of Malik-ilisu. I paid 2 lh shekels of silver for a šaršaranu- measure of acorns and gave them Muza. to 2 shekels of silver, the price of 2 belts for Assur-malik son of Luzina. All this I paid on behalf of Kudatum.",AKT 6b.pdf
397. kt 94/k 1406,a-na En-urn-A -šur qì-bi-ma [urn-rna] -mur-ŠŠtar[ -rna] a-na-kam [(. . .)] a-na Ša-l[d-tit-wa-ar] a-li-kum ka-ld: i-na Wa-ah-šu-ša-na wa-dš-ba-ku a-dì a-wa-tum ša ša-ld-t[u-wa-arJ i-za-ku-a-n[i] Wa-ša-na-[lam] a-na Ša-la-[tu-wa-ar] ttl -ir-ta-ka] li-li-k[ am-rna] a-šar ma-ld-k[i-im] mi-i/5-ka-ni šu-ma a-wa-tum i-za.r ku-wa 1 a-na ma-Id d-ir-d-ka e-ra-db,"To Ennam-Assur from Amur-IStar: Here ( ... ) the traveling party has been stopped on the way Salatuwar. to I am staying in W ahsu5ana. Until the matter of Salatuwar has been cleared up, w asanalam has left for Salatuwar. Send me word and decide what there is to decide for me. If the matter is cleared up, I shall enter in accordance with your instructions.",AKT 6b.pdf
399. kt 94/k 596B,a-na En-nu-um-A -šur qí.bi-ma um-ma A-mur.JŠtar-lma a-ma-la te.er-ti-ka ša r ta-dŠ-pu ₁-ri-ni a-na-kam Ma-ma-hi-ir a-dì ma-la r u Ši-ni-šu u-pa-tí.Šu-ma um-ma šu-ut-ma me-er-u r a-we-lim 1 ma-da-tu-nu r En ₁-nu-um-A-šur le-tí-qd-ma Letters- Amur-IStar rKB ₁-ku-nu le-qe-a-ma u tup-pei-am r ša?₁ ku-nu-ki-ku-nu [a-Y En?-ni-nim 1 ša ki-ma u r x ₁-šu-ba-ì-lt a-na ri-a-tim a-tei-hi-ma 1 [x x]-ka-ni rna-lei r lei₁ a-ša.r x x 1 1/3 ma-na I 3 GIN KB r ku-nu-ki-a 1 Šu-lu-um-ur-1 dì rna ₁-eiŠ-a-kum 3 GIN KB i-li < -bi > -lei-hi-im 2 112 ma-na ma-šì-am Dam-qei-a a-bi a-ta be-lt a-ta šu-ma lei ku-a-ti a-bi4 ša-ni-am [ u ']l''V - z-šu et-qam-ma ' [K]B 1 ma-na bu-lei-ti-ka: a-ni qei-at-ka 10 ma-na URUDU a-na Ha-nu a-H-a-rna-tim a-di-in a-na-kam URUDU lei ak-šu-dam um-ma šu-ut-ma i-Du-ur-hu-mì-it I.e. rta-di-in₁ 10 ma-na ruRUDU₁ ma-šì-am ... ] [,"To Ennam-Assur from Amur-IStar: In accordance with your instructions that you sent me I have here once or twice in- formed Man-mahir, and he said: ""You are many sons of the man. Let En- nam-Assur come, take your silver and then I shall transfer the tablet with your 187 seals to Ennanum, the representative of ... - ili ... and to what is mine and ... 23 shekels of silver Salim-wardi brings to you under my seal. 3 shekels of silver, owed by Ali-ahum; 2 \--2 minas of washed (copper): Damqaya. My dear father and lord, if it were not for you I would have no father. Travel here so you personally now may seize hold of every mina of silver of your assets. I gave 10 minas of copper to Hanu for purchases. I did not obtain copper here. He said: ""I shall sell it in Durhumit. 10 minas of washed copper ... """,AKT 6b.pdf
400. kt 94/k 592A':-,a-na En-na[rn-A-šur] I-ku-nirn DUMU E-[la-ltj u Arnur-Htar DU[MU ---J KISIB -šur-[ rna-lik] DUMU I-ku-p[Z-a],"To Ennam-Assur, Ikunum son of ELili and Amur-Htar son of ... ; sealed by Assur-malik son of Ikun-piya.",AKT 6b.pdf
402. kt 94/k 977,[a]-na E[n-um-A]-Šur qí-bi₄-ma um-ma -mur-Htar-ma a-na-r kam 1 DAM.GAR-ru ša A-bu-ša-lim i-li-bi4 -šur-i-dí a-hi-šu 11/2 ma-na 6 GfN KB u a-na-ku KB IGI 2 qd-dí-ma DAM.GAR-ri u a-na ka-ri-im u- tdm-ka-ru-šu i-Ii-< >rna um-ma šu-nu-ma KB a-na-kam-ma ni-ld-qe 190 Letters- Amur-IStar i-na di-in ka-ri-im KB a-na Ka-ni-iš KB iš-ti -šur-i-di i-la-ak-ma a-na tup-pi-Šu e-ta-u u i-a-ti 2/3 ma-na 5 GIN KB ha-bu-lam KB le-qe a-na-kam tup-pa-am ša Ši-bi4-a ha-ar-ma-am [u-k]a-al a-na [ ŠJa-la-tu-ar [x x x x x]-nu [u4]-ma-kalld a-ša-hu-lur [i]š-ti a-ta-la-kam,"To Ennam-Assur from Amur-IStar: Abu-salim's customers have seized llh mina 6 shekels of silver from his brother Assur-idi here. And I have personally seized silver before 2 witnesses together with the customers. Then his customers went up to the colony and said: ""We shall take the silver here."" According to the verdict of the colony the silver will go to Kanesh with Assur-idi and they will discuss on the basis of his tablet. Also, to me he owes 2/3 mina 5 shekels of silver. Take the silver on your own responsibili- ty. I hold a certified tablet with my wit- nesses here. ... to Salatuwar I must not be delayed a single day. I shall come with the servants.",AKT 6b.pdf
403. kt 94/k 1180A,KISIB ša ki-m[ ku-a-tt1 a-na En-um-[A-šur] um-ma -šur-ma-[šu-i-m ]a aš-ku-ma a-la-ni-[ ... ] Ia tu-ši-ba-la-[am ... ] še-bi4-lam ha'-ra-[ ... ],Sealed by your representatives; to En- nam-Assur. From Assur-massu'i: ... I set ... and you do not send ... send .. .,AKT 6b.pdf
404. kt 94/k 1180B,um-ma ša ki-ma ku-wa-ti-ma a-na En-um-A -šur qí-bi4-ma 21 GU 40 ma-na URUDU 1 GU 28 ma-na URUDU SIG₅ ku-nu-ki-ni Ša-lim-wa-ar-dim i-ra-dí-a-kum 21 GU 30 ma-na URUDU i-na 3 GU URUDU H-kam Ša-lim-wa-ar-/dim i-dì-ni-a-tí ma-la i-na ba-ab-tí-ka il5-ta-qe-u a-ma-kam lu-ba-li-ta-kum a-ma-la na-aš-pe-er-ti-ni pa-ni-tim URUDU ša 20 ma-na i-ti-ir₁ 194 Letters- Assur-massii'i a-ma-la ti-ir-tí-ka ni-iš-ta-al-ma na-dŠ-ME-er-ta-ka ša <a-> ka-ri-im tit-še-bi4-la-ni ki-ma i-na tup-pz-ka u a-wa-tum 2 H-ta 3-aš da-na-tim ta-al-pu-LA-ni ta nu-uŠ-ta-aš-me-5í um-ma ne-nu-ma šu-ra-am e nu-ša-al-qe-šu-nu na-aš-pe-er-ta-ka i-ba-H i-na a-la-ki-ka e-na-na-tim e-ri-iš-ma e-nu-nu-ni-kum ša-ap-ra-tum ša DUMU Puzur 4-A -na a-šar Šu-Htar i-ba-Ší-a tí-ir-ta-ka li-li-kam qa-tum a-na GU ma-na ta-dì-in 1 10,"From your representatives Ennam- to Assur: Salim-wardi leads 21 talents 40 minas of copper and 1 talent 28 minas of good copper under our seals you. to We brought out 21 talents 30 minas of copper from the safe. Salim-wardi gave us 3 talents of šikku-copper. He will cre- dit you there with as much as he recei- ved from your outstanding claims. In accordance with our previous missive about the copper from the safe 20 minas were m excess; in accordance with your instructions, we took counsel, and as for your missive that you sent to the colony, since you wrote 2 or 3 harsh words in your letter, we have not let it be heard. We thought: ""We must not allow them to take offense!"" Your missive is still here. When you come, ask for clemency, and they will be lenient with you. The pledges from Puzur-Anna's son are with Su-IStar. Send word. The share has been sold for 1 talent 10 mmas.",AKT 6b.pdf
405. kt 94/k 1190,"u[m-m ]a A-šur-ma.r šu₁-wi-ma a-na [A-šu]r-na-da r u En-nam ₁-A -šur qi-bi4""ma a-na En-nam-A -šur qi-bi4-ma rDAM?₁ A-šur-na-da íu.r ta₁-ib-ka 5 GINKBa-na lu-bu-Ši-ša r u 1 [e]p-ri-ša a-na r. [M]u-la i-ta-di-Ši-lim [a]-ma ša ší.bu-lim u-še-ba-lr:i-ku-um-ma Ku, G'' --ap- k' šu-ta- b' v Z4 tup-pi-a tí.er-ta-ka r za-ku ₁-tam iŠ.tu [A-li]m a-ša-pr:i-ra-kum r x 1 [ ... ] e-ni-[ ... ]","From Assur-massu'i to Assur-nada and Ennam-Assur; specifically to Ennam-Assur: Assur-nada should satisfy you with re- gard to the wife. Give regularly 5 shekels of silver for her clothes and her provisi- ons to Mula. I shall send what there is to send to you, so you can be satisfied with the silver you are entitled to. Guard my tablets. I shall send you a complete report from the City.",AKT 6b.pdf
406. kt 94/k 684,5 GINKB 1 na-ru-uq ŠE-am a-na Mu-la: GEME ša A-šur-ma-šu-i En-um-A -šur i-dí-in um-ma En-um-A -šur-ma KB it u-ta-tam ta-al-qì-i a-dì: mu-ut-ki i-la-ka-ni a-na E bhí-Šu u a-ma-tí-šu šu-ma a-na be-tí-šu u am-tí-šu : ta-ta-li-hi-i 5 GINKB u na-ru-uq rsE₁[-am] um-mz-ki: it a-h[u-ki] KB u ŠE-a[m] u-ta-ru-ni[m] u₁ um-ma um-ma-ša r [a-hu-ša] nu-ta-ra-[ kum] IGIA-šur-na-da I.e. IGI -šur-i-dí-in IGI Ta-ar-hu-a-ld IGI Ší-li-u-ma-an,"Ennam-Assur gave 5 shekels of silver and 1 sack of barley to Mula, Assur- massu'i's maid. Ennam-Assur said: ""You have received the silver and the grain. Until your husband arrives you are not to touch his house and his slave- girls. If you have touched his house and his slave-girls, your mother and your bro- ther must return the 5 shekels of silver and the sack of barley."" Her mother and her brothers said: ""We shall return it to you."" Witnessed by Assur-niidii, by Assur- iddin, by T arhuala, by Siliuman.",AKT 6b.pdf
407. kt 94/k 746,a-na -šur-ma-šu-i Šu-Ku-bi-im u A-lu-wa a-n[ a] A-šur-ma-šu-i qí-bi-ma um-ma En-um-A -šur-ma a-na-/kam ta-aq-bi-am um-ma a-ta-ma i-na na-ba-tí-a 5 GIN KB a-na Ší-im a-na Mu-la am-tí-a iš-tí u-še-ba-la-kum TUG ša-am-Ší-im u a-dì a-lci-ka-ni ep-ri-ša i-ta-dí-H-im -lu-wa ta-aš-pu-ra-am um-ma a-ta-ma 5 GIN KB i-na ra-mz-ni-ka dí-Ší-im 5 GIN KB a-ma-la ta-aš-pu-ra-ni r. i-ra-mz-ni-a a-da-ši-im 5 GIN KB ša -šur-/DUG u H-im ša ta-al-ta-ab-šu ma-la b ' ' ' t-šHm ' VI • / a-u-a: a-wer 5 GIN tu-ra-du-u IGI Šu-Ku-bi-im a-na A-lu-wa wa-dí-ma r dì-l[in-Y ma?₁ iš-tí Hu-du-be-lí li-[li-kam] ra-qa-tam SIG₅ iŠ-tírA ₁[-lu-wa] še-bi-lam u ma-la[ ... ] a-na rMu-la-₁a t[u-... ] [x x x x x] a-n[a ... ] u[m x x x x] rha₁ [---] 198 Letters- Assur-massii'i uuš-[xxxx] u šu ra/[x x x] ri₁ [ ... ] ša-hi-ir-tam ki e ta rna ša /t{ X a-na a-wa-tum- I mHu ša la ta-ap-ti-a-ni um-ma a-na-ku-ma li-bi₄-ki la i-la-mi-i[n] lu-bu-ša u ep-ri-ša a-ta-na-/di-na ti-ir-ta-ka r li-li₁-kam-ma,"To Assur-massu'i, Su-Kubum and Aluwa; specifically Assur-massu'i to from Ennam-Assur: You spoke to me here, saying: ""In my ... I shall send you 5 shekels of sil- ver for the price of your textile my to maid Mula with your servant. Buy her a textile, and until I come give her provisi- ons regularly."" You wrote with Aluwa, saying: ""Give her 5 shekels of silver of your own money."" I shall give her 5 shekels of silver of my own money, as you wrote me. In addition to the 5 shekels of silver from plus the price of my textile that she put on, announce to Aluwa with Su- Kubum as witness how much you will add the 5 shekels for the price of my textile, to and give it, so it may come with Hudu- beli. Send me a fine thin textile with Aluwa and as much ... Mula ... to small goods ... why have you not informed me? I said: ""He must not make you (fern.) angry."" I keep giving her clothes and pro- visions. Send me word, and ...",AKT 6b.pdf
