transliteration,translation,source
"successif » et correspond aux\ntitres de propriétés successifs relatifs à une même propriété\nimmobilière, Af0 40/41 [1993/94], p. 20b. Il est donc pré-\nférable d'y voir un dérivé de sar6,dum, peut-être un nom de\nla forme pirsum avec un sens proche de celui de sardum :\n(( empaqueté ».\nb. Le har 6lim est inconnu des dictionnaires. Selon ce texte, il\ns'agirait d'un fonctionnaire dépendant de la ville.\n189 (CCT 5, 13a","apparente\nau sirdû paléo-babylonien. Toutefois, ce dernier terme se-\nlon D. CHARPIN signifie (.",publications_extraction
"Nous avons confié tout ce que l'on pouvait confier, quant\nau reste nous allons le vendre au mieuxa, puis nous t'enver-\nrons l'argent » — vous (êtes",avez écrit ceci :\n(.,publications_extraction
"Con-\ntributions to the Understanding of the Idiom of the Old Assy-\nrian Merchants of Kanish », Or 36 [1967], p. 410. Les 11. 5-7 sont\ntranscrites et traduites par C. MICHEL, (( À table avec les mar-\nchands paléo-assyriens », dans H. WAETZOLDT et H. HAUPT-\nMANN (éd","avait fait sortir.\nBIBLIOGRAPHIE : Ce texte est édité par K. BALKAN, (.",publications_extraction
"Naruqqu\nGeschäfte », p. 79-82 ; C. MICHEL, (( À propos d'un contrat-\nnaruqqu », NABU 1992/112 ; C. MICHEL, (( Le décès d'un\ncontractant","entreprise commerciale289.\nOACP, p. 74; M. T. LARSEN, (( Partnerships in the Old As-\nsyrian Trade )), Iraq 39 [1977], p. 119-145 ; J. LEWY, EL 2,\np. 86-109; L. MATOUS, KKS, chapitre intitulé : (.",publications_extraction
"Transporteurs, responsables et propriétaires\nde convois dans les tablettes paléo-assyriennes. Réflexions sur\nles expressions sép NP et ellat NP","acquisition de fer météoritique », p. 173-\n178 ; C. MICHEL, (.",publications_extraction
"HUCA 39, 15-\n17 et 265",entreprise familiale.,publications_extraction
aux autori-\ntés de,à cinq fois.,publications_extraction
"À Irma-\nA§§ur, Walhi§na et Kunnaniya, sceau d'As§ur-mutappil. »\nElle indique donc un destinataire supplémentaire par rap-\nport à la tablette.\n381 (HUCA 40, 69",enveloppe conservée offre le texte suivante : (.,publications_extraction
"HUCA 40,\n66-67",un Anatolien.,publications_extraction
siège du pou-\nvoir anatolien,"un prêt 3/b\nekallum = palais, autorités anatoliennes.",publications_extraction
taxe pr\npr\npré-\nlevéeures personnes accompagnant la caravane entre\nAs\nAš\nAššurta\nKaniš,"étoffe) 91/d\nqablitum = coffret (en métal) 368/b\nga\nqa\nqalâpumI\narracher 51/d\nqaqqadam mahâsum = garantir, réserver 163/c, 179/c,\n319/b\nga\nqa\nqaqqaddtumaxe personnelle, capitation.",publications_extraction
chef-de-l'escalier,"em = berger en chef p. 168-169\nrabi sikkatim = (officier militaire anatolien de haut\nrang) 55/b, 69/b, 100/c, p. 168, p. 267\nrabi simmiltim = prince héritier.",publications_extraction
"Vl212 Salim-ahum, VI 25 Salim-ahim","autre forme,\n.",publications_extraction
plus fré-\nquemment qu'en Babylonie,"agit là des vrais con-\ntrats commerciaux?\nEnfin, de même que nous voyons en Assyrie.",publications_extraction
cf. G. XIX 3 Bu-ru-us\nHa-tim,ici\npubliées a même origine.,publications_extraction
- payé\nIx\n2/3 gin 10 + 5 se a-na\né har-ri 1/3 gin 7 se\nA-ki-ri-im si ni-in\nsa bi-ni es tim\n5\na-na zi-ti-tim\ni-na a-al sal-at\nga-gi-a si-ni-in\nkur\ngal a-nazi\nsat -tim\ni-na al-za-na\nR. 10\n5 gin 1-ti-Za-bu-um\n3 bin 6-sur ,"est ce que dans x,\nnous avons pesé.",publications_extraction
dINANNA-li-X x x,"\n53:6 (Sippar)\nIpqu(?)-Samaš, (/p-qu(?)-dUTU), father of Ipqu-\nAnnunitum, 53:4 (Sippar)\nIriši[a], 60:4 (Sippar?)\nIsnurum, father of Ahu-waqar, 58a:17, 58b:18 (Sip-\npar)\nIštar li x x x,.",publications_extraction
ARAD-[ki] -nu -ni," son of Ipqu-\nAnnunitum, 53:5 (Sippar)\nWarad-Belietim, (ARAD dBe -li-e-tim), DUB.SAR,\n56:14 (Kiš -Dilbat)\nWarad-ilišu, (ARAD-i-li-šu), father of Ili-ériš , 58a:15,\n58b:14 (Sippar)\nWarad-kinuni,.",publications_extraction
"1li5-ba-ni, DiNGiR-ba-ni*","\nIlabrat-bani, (dNIN. SUBUR-ba-ni),\nson of Aššur-malik, 84a:105, 84b:2\n79:1, 89a:17, 89b:4\nIli-alum, 84a:11\nIli-afranni, 89a:2; 89b:2,[6]\nIli bani,\n\n.",publications_extraction
"Puzur4DINGIR, MAN- i-li*","u, 84a:105, 84b:1\n71:1*; 72:3*; 73:3; 87a:1,6; 87b:3**,6**;\n95:6***,11***,12***,16***,26***\nPuzur-ili,.",publications_extraction
DÙG-si-la-A-šur,"u, 84a:39\nTab ili,\n\n(DOG-i-li), father of Sa-[x-x]-sI.sA, 97 seal\n65:2\nTab-silli-Aššur,.",publications_extraction
Šu-ili\nnum-ili\nŠu-ili\n\n(For,"sala, the lamentation priest\nReceipted by Sulgi-kuzu\n(For\nLu-giš-bar-e\n\n(For) Lâgtp\nIgišaša\nate\nAb\nIgišaša\nth\nAbašagga\n\n.",publications_extraction
Rat\nŠu-Mam\n-Eštar\n\nAhubaqar\nNa\nŠu-Mam\ngtum,-ga-ra\n\n3 (x 14)\n2 (x 14)\n\n[3 (x\n14)]\n2(x\n14)\n5(x 14)\n\n(Rations for) each\n(of the 14\nmessengers and\nrequisitioners)\nRiš-Eštar\n\nAhubaqar\n\n.,publications_extraction
i.e. ASSur-imitti,Our father.,publications_extraction
ana li-ta-tim\nakrubka. Thus E.: Why are you krb me? Krb your sons!’ (courtesy of K.R. Veenhof,‘E. said to A.: Give me the silver to which I am\nentitled! A. replied: I will not give you the silver. I krb-ed you for the litātum.,publications_extraction
1/3 mina of tin i-li-tí-šu,"32\n-Amur-Ištar son of Amur-il, AKT 3, 30:28.",publications_extraction
Münster: Ugarit-Verlag,RFXPHQWV 7\SRORJ\ &RQWHQWV DQG $UFKLYHV\n.,publications_extraction
"Sever 1995, 130; letter to Aššur-imittī in Kanesh from Hurāṣānum",7.\n42 Kt n/k 1689.,publications_extraction
"Ikunum < Pūšu-kēn, kutānu 13g,\nšuru 8g","2; Kt 91/k 301:20; TC 2, 24:16.",publications_extraction
"voir, par example, MEE 12 37\nr. XII:33 - XIII:13: 4 ma-na 5 gín DILMUN nagga / šub si-in / 30 lá-2 ma-na tar-5 gín DILMUN a-gar₅-gar₅ / 10 tùn\ntur tar / 20 dub nagar ⸢maḫ⸣ šušanax / 20 dub-nagar tur 15 / 20 dub-nagar sal 4 / 20 ma-za-ḫa-lu 10 / 20 ḫa-ra-an 7 /\n20 ḫa-ra-an 5 / 20 UŠ×KÍD 2 / 10 ma-na a-gar₅-gar₅ / 20 šum tar / lú gibil / nagar-nagar / wa-ba-rúm / šu-ba­-ti","autres\nlistes analogues d’outils où il n’y a pas, en revanche, la graphie sémitique étudiée ici.",publications_extraction
"KUR Ha-ma-nu in the Lipšur litanies, JNES 15, 132, and in Uh XXII 6","39\nhowever, a Mesopotamian tradition to write the name of the Amanus with initial laryngeal\n.",publications_extraction
19: ap-pa-ti-šu-nu ti-ga-`al-lit-i[b,"At that time my fore(father) Sargon, after he had con-\nquered Uruk, had established the freedom of the population of Kiš(i), had shaved off their\nslavemarks.",publications_extraction
"who\nmust be different from the one receiving a letter from the waklum [identified as Puzur-Aššur Il in Kryszat 2004b]\nin AKT 2, 22 [Kt nlk 604","date appears to be too early for the third addressee in this letter, Enna-sîn.",publications_extraction
"Le\n'Untersuchungen\n-359.\nMiglus, P.A., `Untersuchungen zum Alten Palast in Assur', MDOG 121 (1989"," in: W.H. van Soldt et al.,\nVeenhof Anniversary Volume.",publications_extraction
18: i-na sà bi ti su,...s sabittum.,publications_extraction
"AKT 3, 23: 21IGI Su -Ku-bi-\nim 22DUMU A sùr be el a wa tim NU.BÀNDA",um are\nknown:\n•\nAssur-bél-awâtim son of Issu-arik214n\nHe is known with his title only as the father of Sû-Knbum.,publications_extraction
1°10 GÏN a-qa-ra-be-tim,for the\nstoreroom.,publications_extraction
33... i-sa-ha-at\na-hi-kà 34ba-ab kà-ri-im lu kà-a-na-tt,steadfast in the Gate of the Karum in support of your brother.,publications_extraction
Hinâya to Aggur-nâdâ,"\n400 BIN 4, 54.",publications_extraction
by courtesy of C- Günbatri,\nfail to make sense here.\n434 Kt n/k 389.,publications_extraction
"see Veenhof AOATT, 369-370","um\nas referring to a purchase, but it is the pre-empting of textiles.",publications_extraction
a letter to Puzur-AMsur from Buzäzu,"31u to-ab-s1..\n484 TC 3, 15.",publications_extraction
"a -ha t93 ku -ta-ni [a]-na qa-at 20A-\nsùr-i-mi-tt i-na-di-ma 21su-mi : i-la-pa-at, `At the office of the colony the representative of\nAslur-imitti, (that is", Kà-si-a a-na 180-at [As-qu-dim] u-.,publications_extraction
"edited in Ichisar ACMI, 275-278","...s participation (see kt 92/k 207 and kt r/k 16\ndiscussed below), may have been extraordinary.\nA direct message from the colony to a merchant may be mentioned in ICK I, 184.\nLines 40-48 of this text.",publications_extraction
letter from Hinâya to Püsu-kén,"...s jargon:\nBIN 4, 19.",publications_extraction
letter to Assur-imitti and Sü-Hubur from Püsu-kén,"\nBIN 4, 33.",publications_extraction
"OAA I, no. 100; collated by V. Donbaz; letter from Alâhum and Zupa to\nAssur-nâdâ","\nKTS 1, 11.",publications_extraction
"OAA 1, no. 48; letter to Assur-idi from Assur-nâdâ","\nTC 1, 15.",publications_extraction
5a-ti na-am-i-dim 6i-na za-am-ru-\ntim lit-ap-to-ku,on the (ledger with) computed\nitems together with the bulk (of the shareholders).,publications_extraction
20mi-ma a-nim i-nu-mi\nKÙ.B 21u-sa-ni : É kà-ri-im a-qa-ti-<a> 22na-di,all this will be deposited on my\naccount at the office of the colony when the silver comes forth.,publications_extraction
42 ... ki-ma kà-ri-\nim 43M. S. u I. 44KÙ.B ils-qé-u,"U. ù I. 8li-mu-u KÙ.B il5\n-qé-u).\nTC 3, 213: Mannum-ki -Assur son of Puzur-Istar, Sn-Istar son of Assur-bani and Ili-\nnada son of Assur-nada received the silver on behalf of the colony.",publications_extraction
"edited OAA 1, no. I; from Assur-idi","\nCCT 5, 6a.",publications_extraction
Salim-ahum to\nPüsu-kén,"\nThis may also be the reason for making deposits in RA 81, no. 4.",publications_extraction
"Innâya II, no. 9; to Innâya from Mannum-balum-Assur","is used when people try to obtain the release of goods from this\ninstitution that it had seized as a pledge:\nBIN 4, 233.",publications_extraction
"Innâya II, no. 75; to Innâya, Luzina, [PN], Zukua, Kura and [ ]-Kubum,\nfrom Mannum-balum-Assur","\nCCT 4, 4b.",publications_extraction
Imdîlum to Puzur- Assur,"\nKTS 2, 22.",publications_extraction
ANSE sa ku-zi-i-a,"The final word in BIN 6, 16: 4.",publications_extraction
preceded by Assur-imitti and S0-Istar and followed by Buburânum and Ennânum,"...s name is inserted after that of Aggur-imitti, as in I 495, but not in\nSadberk Hamm no- 24, where he is identified as steward: t56 GIN KÙ.B A-sùr= dUTU-si NU./ BANDA\n.",publications_extraction
"cf. Innâya II, no. 155, and Veenhof Chicago-Kent Law Review 70, 1730\nwith n. 36","\nwith a pronominal sufix atached to it. This is the case in:\nCCT 2, 22.",publications_extraction
ma-a-tim sa-pi-i[l-tim,"ma-ti-im sa-pi-il-[ti-im]), in a prophecy from\nthe time of Zimri-Lim, where it denotes an enemy country. The second reference occurs\nin A.1333: 26.",publications_extraction
letter\nto Akita and Adad-bâni from Narâmtum," and it was the\nCity Hall that received the payment. A debt to the City Hall is called one to divine Assur in ICK 1, 17b.",publications_extraction
"BIN 6, 192: 8'-9'"," while others add a possessive suffix,\nsometimes even together with the expression s a Alim; for example kunukkia sa Alim\n.",publications_extraction
ana gatika a-bét kdrim,to your account at the office of the\ncolony.,publications_extraction
subatum\nx [x] Ta-na DUB.SAR\n(subatum,"U-ra-a.\n387 ICK 1, 164:\n.",publications_extraction
tuppum sa a-wi-it ,"a tablet concerning the\nawitum of Elamma, Susâya and Enna-Suen.",publications_extraction
"photo Özgüç Kültepe-Kan4 II, pl. 59, l","+ 79, measuring 17.8 x 16½ x 2 cm. The other is kt v/k 7 + u/k 31 from\nLevel Ib, measuring 24.2 x 13.4 x 4½ cm.",publications_extraction
"OAA 1, no. 65; letter from Assur-nâdâ to Zupa and Usur -sa-Assur"," CAD N12, 224b.\n570 The traces are TA rather than NA, which renders the reading [a-n]a-pa-al in CAD /2, 415b problematic.\nCCT 4, 34b.",publications_extraction
"Innàya II, no. 78; letter to Püsu-kén, Innâya, and others from Sü-Kübum","\nVS 26, 67.",publications_extraction
"E] was made by a member\nof the firm, not by Assur-taklâku himself", [E] and [F] probably\nresult from another journey made on behalf of the colony.,publications_extraction
"AKT 3, 72.42: 40 minas of fine\ncOpper, and AKT 3, 74.33-34: 5 minas of refined copper",122 AlthOugh this text is a letter written by Salim-ahum who asks\nfOr copper tO be brought to him in Assur in two other texts.,publications_extraction
"in obverse 6-T, a total of 23\nsacks of arsätunt and 18 sacks of barley were bought",1 1/6 shekel (of silver) for meat for the porters who carried the barley.,publications_extraction
"= wife of Buzâzu, Pigu-ke-n's son","I Speak to Muza and Pusu-kén. 2-3 Speak to Muza, thus says\nLamagga.",publications_extraction
"his pied-à-terre, bet wabrim","means that Adad-\nsulùli Son Of KuSkusum is invOlved in the affairs of Pùgu-kén, it is likely that he is also the\nperSOn who possesses a house.",publications_extraction
not the same as Adad-sulüli s brother Atâya,S antimony and sa-stones fOr copper.\nAdâya.,publications_extraction
see\nfor the commercial relatiOnship between ASsur-iddin and Alâhum § 4.3,...s sOns are often mentioned tOgether with sOns of Alâhum son of Sukuhum.,publications_extraction
"mOnth XI, year of Enna-Suen son of Sü-Assur",star has to pay 43 minas of refined copper within 15\nweeks.,publications_extraction
for Sú-Kùbim's debt,...s house (which) were paid.,publications_extraction
"to Amur-I§tar, Im -[ ], Usur- a-ASsur, and Usur-sa-\nIstar, from Imdilum","tit]-ur-d[a-s]u,.",publications_extraction
"CCT 4, 47a.11-12\nand CCT 6, 19b.18-19",=\n2). Two talents of Tiritar copper were paid to Amur-Istar in Turhumit.,publications_extraction
son of Püsu-kén,"...s copper to him.411 Assur-malik, Ea-gar and Adad-\n405 Compare BIN 6, 253, where Assur-muttabbil.",publications_extraction
to\nPuzur-AsSur from Ili-wédaku and Buzâzu,"-\nti-su-nu i-di-i[nl-ma 6 KU.GI is-am ni-is-ba-sa-ma 7 um-ma né-nu-ma KB lu KÙ.GI 8 su-qúl-ma lu\nni-ik-nu-ka-kum-/ma 9 a-ta-ma na-an-si-su 10 um-ma su-ut-ma a-na-ku-ma 11 a-se-ri-su a-la-ak,.",publications_extraction
USur-sa-Istar to Ikuppia," li-si-ú 17\nI-d!-A-sir\n18 2 a 3 ANSE e-ri-is 19 su-ma ANSE.HI -ru lk -su 20 la-ma . a-li-kà-ni 21 ku-lu .\nURUDU i-ti-ib-nim 22 lu sa ki in ma,.",publications_extraction
to Usur-sa-Istar from Ikuppia,"by courtesy of C. Günbatti);\nkt n/k 1371.18-20: 18 8 GO URUDU sa bi lk tim ub-lu-nim-kum 19 20 GÚ URUDU SIG5 10\nANSE.HI.A 20 A -sur-tak-la-ku i -ra-di-a-kum,.",publications_extraction
to Usur-sa-Istar from Suen-ré'i,"by courtesy of S. Bayram).\n448 Kt n/k 482.6 - 10: 6 ... TOG.HI.A i-na 7 Ti-i. -mu-ur-na E.GAL -lum 8 a-na la-qk-im ú-hi-ir-ma 9\na-si-a-ti a-di u4-mi-im a-nim 10 ak-to-la,.",publications_extraction
"22 1/2 minas of silver in CCT 6, 9a.10-17; 12 1/2 minas in\nCO' 2, 8.68-69","...s archive, from which it emerges that Assur-imittf and his nephew\nImdilum jointly had a claim.",publications_extraction
"JG.HI.A 23 is-ta pu-ku 24 qa-ti a-na É 25 kà-ri-\nim i-ta-df 26 a-na ni-kd-si 27 qa-ti 28 sa ak li i15 , `Deposit my share (of silver or textiles","\n544 See Larsen 1976, pp.338-342.\n545 See for datum with this meaning Veenhof 19T2, pp.228 last seven lines, and 270-272.\n546 CCT 2, 5.21-28: 21 ... lu KB 22 (erasure) lu T.",publications_extraction
"JG.HI.A lu ml-ma 28 is-ta pu-ku-ni qd-tí i-ta-di-ma.\n548 CCT 2, 6.42: [x x l]u? URUDU ma-Id is tap-ku ni.\n549 BIN 6, 25.4-9: 4 su-ma KB a-na SÍG.HI.A 5 is-to-pu-ku qa-tf 6 qa-at Pu-su-ke-en 7 qa-at\nDINGIR-na-da 8 d qd-ti DUMU L.a-li-im 9 id-a (to Iddi(n",\n547 ATHE 31.2T-28: 27 lu KB lu T.,publications_extraction
"letter tO Imdilum frOm Ennam-Assur, Usànum, and Adu","558\nCCT 1, 43.",publications_extraction
"i[S-Si]\n12\nû ge-er-ra-am a-na i-za-al-rlu'k' [...]\n3 Auparavant, lorsque Qarnî-Lîm 4 et Hâya-Sûmu étaient allés à Naljur, 5-6 ils avaient\ndéclaré ainsi à propos de la route des marchands d'A:Mur : « La route des marchands\n7-8 (passait",ha-rà-su-mu a-na mi-ik si-im r ni-S2.,publications_extraction
Istanbul 6-10 VII 1987, XXXIY R.A.I.,publications_extraction
"for the reading\nsee J.M. Durand, ""Ro is de Syrie du Nord."" NA BET 1988, 2f., no. 2, who quotes a further variant of\nthe name: A-ni-iS-hu-ul-bi\nM.(1397","4i-itutki) ARM 25, 10f., no. 1.4: 2, 9.",publications_extraction
VI`-V` s.\nav. J.-C,millénaire.,publications_extraction
"6.\n..-.• 1999\n<i Silver and Credit in (OL\n...,.^\n,\n' s\n.. .^\n^;\nFinance in Ancient Mesopotamia, MUS Srua, .1, PLEIA 'v S :S4, 554'4-\n\n2003 : e Trade and Politics in Ancien!. A ssu . Balancrue of Public, Colonial and Entre-\npreneuriat Interests », in.: C. Zaccagn.i.t.r..i. (éd"," Evidence for Old Assyrian .Legis-\nlation o . Chicago-Kent I.aw Review 70, 171.7-1744,\n1997 : « Modern Features in Old Atis^ rian Trad\nTrade^:^ , JFSIfO 4014. 336-3.",publications_extraction
"06a : 161. n. 21.\nsri AKT t 76, Michel 2006a : 162, n- 23.\n'9 Michel 2006a : 161\n20 Le latine gacliOnni (1CK 1 3","KTS 2 6 AKT 1 21, A ich.el 2.",publications_extraction
"KTH\n6,1. 17-20",absence des maîtresses de maison.,publications_extraction
"K. -YS I 13b, Larsen 2002 : no. 57",arertt à\n.,publications_extraction
"Vear East. Studies in Honour of Tahsin Özgüç,\nAnkara, 107-109.\nEiss€ t, G. & Lewy, J. 1930/35 : I","i m » , dans : K. Emre, B. ll.rouda, M. J. Mellink et\nN. Özgüç (éd.), Anatolia and the Ancien.",publications_extraction
am dabs dabs ba âb/silam dab s-ba,"...s trophies are, according to Cooper (Cooper 1978: 142), referred to as `captured\nwild bulls and cows.",publications_extraction
Ninurta\nmythology reflects cognitive attempts at attaining equilibrium in a theological system and further\nfunction to legitimize and/or discuss Ninurta's rise to power; Bottéro & Kramer 1989: 418-429,...s structural.,publications_extraction
roi de Kurdâ; ZL 5'-12',irum\nHammu-rabi\n.,publications_extraction
"see A.M. Ulshöfer, Die alt-\nassyrischen Privaturkunden, no. 12","\nWitnesses: Buzuzum, Ennam-Assur son of Karria, Iluku son of Pasasa.\n9: the plural nuduàtum occurs also in CCT 1, 13a: 9, 19.",publications_extraction
réserviste de Dûr-Yandun-Lîm,inédit M.7007: iv 69.,publications_extraction
la soeur de\nYanûh-Samar,expéditrice.,publications_extraction
Cassure. Il manque peut-être 2 lignes et le texte de la tranche,\n[ta/i-§1a-pa-r[a o o o o o o o ...]\n.,publications_extraction
Jugarricc'um-\nFormel des Kârum Kanis,5 li-qé 15-20).,publications_extraction
= Sarrum-kén 29, datiert auf KEL 83.,publications_extraction
Rest der Z. und Z.\n13-14 beschädigt,2Lù-sà-ni-kà-ma.,publications_extraction
cf. Syriac hvarOä `female companion' from a stem *habr-at-,"obv. 16 and rev. 15, if derived\nfrom a m. sg. habrâ.",publications_extraction
"m[u-na]b-du in MATSH 12: 8, quoted in 1.2","preterite, namely\nOB (e.g. KH § 136: 71 mu-na-ab-tim and ARM 4, 63: 5 and 76: 41 quoted in 1.3)\nand MA.",publications_extraction
"Mu-un-na-bit-tum Iraq 11, 132: 2","form munnabittu(m), on the other hand, is the usual form for the\nproper name. There are no definite instances from OB, 15 but it is found once in MB\n.",publications_extraction
"GAG § 97j, e.g. i'-'a4-ab-tu Ellil 102: 26, SB",from abâtu.,publications_extraction
"cf.\nin-né-di-il YOS 10, 25: 15","YOS 10, 24: 28 < inneddil.",publications_extraction
5.KAM ' [fa\nmDa-ri-ia] -a-mus LUGAL ZÛ.LUM.MA a' 70 GUR 8 [... ina GI]S ma-fi- iu fa 1 PI 3'\nQ[A' KI 1 GUR 1 B 9\n(^] [el']-li -tum gi-pu-[a sâ a-bi-in-nu] 10 [...] ù bil-[tum sâ hu-sa-\nbi' ...] u [...] NUMUN' GAB [...] 12 [...] x x [. ..]\n(rev,ina ITLGAN fa ! MU.1.,publications_extraction
"VAT 13377:\n3, collated [delete Bit-Ugûpi, e.g., Zadok 1988: 109","include not only personnel and equipment,\nbut also the land to which they are assigned. The Kasr text FuB 14, 11 no. 1.",publications_extraction
"see the literature quoted below, în the note on text C: 10-30","therefore cannot be their assets, but\nwhat they yielded, the proceeds from their sale. And indeed, two of the names are typical for\nslaves.",publications_extraction
"see for bronze for making sappu also ARM 25, 697\nand 704: 1-6"," ARM 25, 347 rev. 2; 488: 5; 499: 8,\n520: 3) are rare, but in MHET II/6, 921: Ilff. the shares in an inheritance comprise\neach time 2 sà-ap-pu of bronze.",publications_extraction
