entry_type,form,norm,lexeme,type,known_meaning,train_frequency,in_train_data,eBL
lexicon,zu-zu-pá-an,Zuzupan,Zuzupan,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Zuzupan
lexicon,áš-pu-ra-ma,ašpuramma,šapāru,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šapāru
lexicon,áš-pu-ra-ki,ašpurakki,šapāru,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šapāru
lexicon,pá-an,pan,panu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=panu
lexicon,zu-zu-bi₄-a,Zuzubia,Zuzubia,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Zuzubia
lexicon,nu-ṣí-ib-šum,nūṣibšum,waṣābu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=waṣābu
lexicon,pa-ni-im,paniem,paniu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=paniu
lexicon,ša-ap-ra-tim,šapratim,šapartu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šapartu
lexicon,pá-ni-e,paniē,paniu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=paniu
lexicon,pa-ni-ú-tum,paniūtum,paniu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=paniu
lexicon,pá-ni-a-am,paniam,paniu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=paniu
lexicon,ša-pá-ar-tù-um,šapartum,šapartu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šapartu
lexicon,zu-zu-ba-an,Zuzuban,Zuzubana,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Zuzubana
lexicon,ša-par-tim,šapartem,šapartu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šapartu
lexicon,zu-zu-ba-ar,Zuzubar,Zuzubar,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Zuzubar
lexicon,zu-zu-pá-ar,Zuzubar,Zuzubar,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Zuzubar
lexicon,wa-áš-bu-ú,wašbu,wašābu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=wašābu
lexicon,áš-pu-ra-ku-ni-ma,ašpurakkunnima,šapāru,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šapāru
lexicon,lu-uš-bu-ú,lušbū,wašābu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=wašābu
lexicon,i-ta-na-ṣa-áb,itanaṣṣab,waṣābu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=waṣābu
lexicon,zu-zi,Zuzi,Zuziā,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Zuziā
lexicon,a-áp-qí-dá-ki-ni,apqidakkinni,paqādu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=paqādu
lexicon,sá-nu-qí-im,sannuqim,sanāqu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=sanāqu
lexicon,sà-an-qú-ni-a-tí,sanqūniāti,sanāqu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=sanāqu
lexicon,sí-ni-iq-šu,siniqšu,sanāqu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=sanāqu
lexicon,tù-sà-na-aq-ni-a-tí,tusannaqniāti,sanāqu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=sanāqu
lexicon,ú-sà-ni-iq,usanniq,sanāqu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=sanāqu
lexicon,zu-zi-a,Zuzīya,Zuziā,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Zuziā
lexicon,ú-sà-ni-iq,usanniq,sanāqu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=sanāqu
lexicon,ú-sà-ni-iq-ma,usanniqma,sanāqu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=sanāqu
lexicon,wa-áš-ḫa-ni,Wašḫaniya,Wašḫaniya,GN,,0,False,https://www.ebl.lmu.de/dictionary?word=Wašḫaniya
lexicon,ú-sà-ni-iq-ma,usanniqma,sanāqu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=sanāqu
lexicon,wa-áš-ḫa-ni-ú-ma-an,Wašḫaniuman,Wašḫaniuman,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Wašḫaniuman
lexicon,a-pá-qí-da-ma,apaqqidamma,paqādu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=paqādu
lexicon,wa-áš-ḫa-na-i-um,Wašḫanā'ium,Wašḫanā'iu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=Wašḫanā'iu
lexicon,a-pá-qí-id,apaqqid,paqādu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=paqādu
lexicon,wa-áš-ḫa-na-i-im,Wašḫanā'îm,Wašḫanā'iu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=Wašḫanā'iu
lexicon,uš-bu-tim,ušbūtem,wašbu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=wašbu
lexicon,uš-ḫa-ni-a-ma,Ušḫaniya-ma,Wašḫaniya,GN,,0,False,https://www.ebl.lmu.de/dictionary?word=Wašḫaniya
lexicon,sà-pu-ḫa-am,sapuḫam,sapāḫu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=sapāḫu
lexicon,ú-ṣa-ba-kum,uṣṣabakkum,waṣābu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=waṣābu
lexicon,iš-ta-ku-pu,ištakkupu,šapāku,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šapāku
lexicon,zu-zu-lá,Zuzula,Zuzula,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Zuzula
lexicon,lu-úṣ-ba-am,luṣbam,waṣābu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=waṣābu
lexicon,áš-pu-ra-ku-um,ašpurakkum,šapāru,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šapāru
lexicon,zu-zu-be-a,Zuzubia,Zuzubia,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Zuzubia
lexicon,pá-ni-ú-um,panium,paniu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=paniu
lexicon,a-ša-pá-ra-ma,ašapparamma,šapāru,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šapāru
lexicon,i-ša-pár-šu-ma,išapparšuma,šapāru,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šapāru
lexicon,i-ša-pá-ra-ku-um,išapparakkum,šapāru,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šapāru
lexicon,pa-ni-e-ma,paniēma,paniu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=paniu
lexicon,zu-zu-ta-ì-lí,Zuzuta-ilī,Zuzuta-ilī,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Zuzuta-ilī
lexicon,ù-ša-be-e,ušabbe,wašābu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=wašābu
lexicon,ú-ša-be-e,ušabbe,wašābu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=wašābu
lexicon,pá-ni-at,paniat,panītu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=panītu
lexicon,áš-ta-na-pá-ra-ki-ni,aštanapparakkinni,šapāru,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šapāru
lexicon,áš-ta-na-pá-ra-am,aštanapparam,šapāru,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šapāru
lexicon,áš-ta-na-pá-ra-ma,aštanapparamma,šapāru,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šapāru
lexicon,áš-ta-na-pá-ra-šu-um,aštanapparaššum,šapāru,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šapāru
lexicon,áš-ta-na-pár-šu-ma,aštanapparšuma,šapāru,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šapāru
lexicon,áš-ta-na-pár-šu-ma,aštanapparšumma,šapāru,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šapāru
lexicon,pá-ni-a-tim-ma,panīātemma,panītu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=panītu
lexicon,pá-ni-a-tí-ma,panīātemma,panītu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=panītu
lexicon,áš-ta-pá-ra-ku,aštapparakku,šapāru,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šapāru
lexicon,pá-ni-a-tim,panīātem,panītu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=panītu
lexicon,áš-ta-áp-ra-am,aštapram,šapāru,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šapāru
lexicon,pá-ni-a-tí-im,panīātem,panītu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=panītu
lexicon,i-ša-pár-ma,išapparma,šapāru,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šapāru
lexicon,i-ša-pá-ar,išappar,šapāru,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šapāru
lexicon,áš-pu-ra-šu-um,ašpuraššum,šapāru,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šapāru
lexicon,ša-pá-ar-tum,šapartum,šapartu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šapartu
lexicon,pá-ni-at-ni,paniatni,paniu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=paniu
lexicon,ba-ni-ú-tum,paniūtum,paniu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=paniu
lexicon,zu-zu-wa-a,Zuzuwa,Zuzuā,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Zuzuā
lexicon,i-ša-pá-ra-ni,išapparāni,šapāru,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šapāru
lexicon,zu-zu-za-nim,Zuzuzānim,Zuzuzānu,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Zuzuzānu
lexicon,zu-zu-bi-a,Zuzubia,Zuzubia,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Zuzubia
lexicon,pa-ni-am-ma,paniamma,paniamma,word,,0,False,https://www.ebl.lmu.de/dictionary?word=paniamma
lexicon,a-ša-pár-ra-ma,ašapparamma,šapāru,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šapāru
lexicon,a-ša-pá-ra-ni,ašapparanni,šapāru,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šapāru
lexicon,áš-pur,ašpur,šapāru,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šapāru
lexicon,áš-pur-ma,ašpurma,šapāru,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šapāru
lexicon,zu-zu-ra,Zuzura,Zuzura,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Zuzura
lexicon,zu-zu-ba-na,Zuzubana,Zuzubana,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Zuzubana
lexicon,pá-ne-e-ma,paniēma,paniu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=paniu
lexicon,áš-pur-kà,ašpurka,šapāru,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šapāru
lexicon,pá-ni-tí-ma,panītemma,panītu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=panītu
lexicon,i-ša-pu-ru-ú,išappurū,šapāru,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šapāru
lexicon,pá-ni-tí-im,panītem,panītu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=panītu
lexicon,zu-zu-tí,Zuzuti,Zuzuti,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Zuzuti
lexicon,zu-zu-za-num,Zuzuzānum,Zuzuzānu,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Zuzuzānu
lexicon,i-ša-pu-ru-ni-kum,išappurūnikkum,šapāru,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šapāru
lexicon,i-ša-pu-ru-nim,išappurūnem,šapāru,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šapāru
lexicon,iš-pu-ur,išpur,šapāru,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šapāru
lexicon,i-ša-pu-ru-ú,išappuru,šapāru,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šapāru
lexicon,pa-ni-tim,panītem,panītu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=panītu
lexicon,pá-ni-ša-am,panišam,paniša,word,,0,False,https://www.ebl.lmu.de/dictionary?word=paniša
lexicon,wa-aš-ba-ni,wašbānima,wašābu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=wašābu
lexicon,pá-ni-iš,paniš,paniš,word,,0,False,https://www.ebl.lmu.de/dictionary?word=paniš
lexicon,wa-áš-ba-ku-ú,wašbāku,wašābu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=wašābu
lexicon,iš-pu-ra-ni-ma,išpurannima,šapāru,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šapāru
lexicon,iš-pu-ra-šu-ni,išpuraššunni,šapāru,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šapāru
lexicon,pá-ni-im-ba-ma,Panimbama,Panimbama,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Panimbama
lexicon,tù-pá-qá-da-ni,tupaqqadāni,paqādu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=paqādu
lexicon,wa-ṣí-e-im,wāṣiem,waṣiu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=waṣiu
lexicon,(m)(d)UTU-ba-ni,Šamaš-bānī,Šamaš-bānī,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Šamaš-bānī
lexicon,sá-mu-tum,Samutum,Samutu,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Samutu
lexicon,ip-qí-id-ni-a-ti,ipqidniāti,paqādu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=paqādu
lexicon,(d)UTU-tap-pá-ì,Šamaš-tappā'ī,Šamaš-tappā'ī,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Šamaš-tappā'ī
lexicon,(d)UTU-ta-pá-i,Šamaš-tappā'ī,Šamaš-tappā'ī,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Šamaš-tappā'ī
lexicon,sá-am-tám,sāmtam,sāmu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=sāmu
lexicon,ip-qí-du-ni-a-tí-ni-ni,ipqidūniātininni,paqādu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=paqādu
lexicon,ip-qí-du-ú-ni,ipqidūni,paqādu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=paqādu
lexicon,sá-mu-tum,sāmūtum,sāmu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=sāmu
lexicon,zu-uš-kà,Zušga,Zušgana,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Zušgana
lexicon,sá-mu-tim,sāmūtem,sāmu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=sāmu
lexicon,wa-ší-ip-ru-pá-ni,Wašiburubani,Wašiburubani,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Wašiburubani
lexicon,sà-a-am-tim,sāmtem,sāmu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=sāmu
lexicon,wa-ší-bu-ru-ba-ni,Wašiburubani,Wašiburubani,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Wašiburubani
lexicon,wa-ší-pu-ur-pá-ni,Wašiburubani,Wašiburubani,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Wašiburubani
lexicon,sà-am-a-al,Samal,Samal,GN,,0,False,https://www.ebl.lmu.de/dictionary?word=Samal
lexicon,ip-qí-du-ma,ipqidūma,paqādu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=paqādu
lexicon,ip-qí-du-ú,ipqidū,paqādu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=paqādu
lexicon,zu-uš-ga,Zušga,Zušgana,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Zušgana
lexicon,ša-mu-tim,šamutem,šāmūtu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šāmūtu
lexicon,wa-ší-pu-ru-um,Wašiburum,Wašiburu,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Wašiburu
lexicon,wa-šu-bu-ur-šu,Wašiburšu,Wašiburšu,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Wašiburšu
lexicon,ša-na-a,Šanāya,Šanā,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Šanā
lexicon,wa-šu-pu-ur-pá-ni,Wašiburubani,Wašiburubani,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Wašiburubani
lexicon,sà-am-tim,sāmtem,sāmu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=sāmu
lexicon,sà-ma-am,sāmam,sāmu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=sāmu
lexicon,ip-qí-du-ni-ku-ma,ipqidūnikkumma,paqādu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=paqādu
lexicon,li-ip-qí-du-ú,lipqidū,paqādu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=paqādu
lexicon,ší-me-e,šime,šamā'u,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šamā'u
lexicon,ta-aš-me-ú-ni,tašmeuni,šamā'u,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šamā'u
lexicon,ší-im-a-ni,šimani,šamā'u,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šamā'u
lexicon,lá-áš-me,lašme,šamā'u,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šamā'u
lexicon,zu-ri-na-nim,Zurinānum,Zurinānu,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Zurinānu
lexicon,ú-pá-qá-ad,upaqqad,paqādu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=paqādu
lexicon,ša-ma-li-a,Šamalia,Šamalia,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Šamalia
lexicon,ša-ma-la,šamalla,šamallā'u,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šamallā'u
lexicon,ša-ma-lá,šamalla,šamallā'u,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šamallā'u
lexicon,zu-ri-i-ma,Zurima,Zuri,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Zuri
lexicon,(d)UTU=tap-pá-i,Šamaš-tappā'ī,Šamaš-tappā'ī,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Šamaš-tappā'ī
lexicon,i-ip-qí-du-ú,ipqidū,paqādu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=paqādu
lexicon,ni-iš-me-ù,nišmeu,šamā'u,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šamā'u
lexicon,ta-aš-ta-na-me,taštanamme,šamā'u,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šamā'u
lexicon,ib-qí-dam,ipqidam,paqādu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=paqādu
lexicon,ip-qí-du-ú-ma,ipqiduma,paqādu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=paqādu
lexicon,wa-ší-ú-ma-an,Wašiuman,Wašiuman,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Wašiuman
lexicon,ta-áp-qí-da,tapqidā,paqādu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=paqādu
lexicon,ni-ìš-me,nišme,šamā'u,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šamā'u
lexicon,ša-áš-me-e-ma,šašmema,šamā'u,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šamā'u
lexicon,áp-qí-da-ki-ni,apqidakkinni,paqādu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=paqādu
lexicon,i-pá-qí-da-ma,ipaqqidamma,paqādu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=paqādu
lexicon,i-pá-qí-id,ipaqqid,paqādu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=paqādu
lexicon,tá-áš-me-ma,tašmema,šamā'u,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šamā'u
lexicon,a-ša-me-e,ašamme,šamā'u,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šamā'u
lexicon,i-ip-tí-qí-id,iptiqid,paqādu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=paqādu
lexicon,áš-me-ù,ašmeu,šamā'u,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šamā'u
lexicon,ta-ša-me-ù,tašammeu,šamā'u,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šamā'u
lexicon,i-ip-qí-dam,ipqidam,paqādu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=paqādu
lexicon,NA₄.GUG,sāmtem,sāmtu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=sāmtu
lexicon,zu-uš-kà-na,Zuškana,Zušgana,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Zušgana
lexicon,wa-ší-bu-ur-ba-ni,Wašiburubani,Wašiburubani,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Wašiburubani
lexicon,ip-qí-da-šu,ipqidaššu,paqādu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=paqādu
lexicon,ip-qí-da-ma,ipqidamma,paqādu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=paqādu
lexicon,as-ni-iq-šu-um,asniqšum,sanāqu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=sanāqu
lexicon,i-sà-ni-kà,isannikka,sanāqu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=sanāqu
lexicon,zu-uš-ga-ma,Zušga-ma,Zušgana,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Zušgana
lexicon,i-sí-ni-iq-ni-a-tí,isinniqniāti,sanāqu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=sanāqu
lexicon,i-sí-ni-iq-ni-a-tí-ma,isinniqniātima,sanāqu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=sanāqu
lexicon,zu-ší-im,Zušum,Zušu,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Zušu
lexicon,ša-na-ki-im,šanakkem,šanakku,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šanakku
lexicon,zu-uš-kà-ma,Zušga-ma,Zušgana,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Zušgana
lexicon,ša-nu,šanu,šanā'um,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šanā'um
lexicon,ša-ni-a-at,šani'at,šanā'um,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šanā'um
lexicon,wa-šu-pu-ur-šu,Wašiburšu,Wašiburšu,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Wašiburšu
lexicon,ša-na-wa,Šanāya,Šanā,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Šanā
lexicon,wa-ší-pu-ur-šu,Wašiburšu,Wašiburšu,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Wašiburšu
lexicon,ip-qí-du-ma,ipqiduma,paqādu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=paqādu
lexicon,wa-ší-ba,Wašiba,Wašiba,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Wašiba
lexicon,wa-ší-a-lá,Wašiala,Wašiala,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Wašiala
lexicon,wa-áš-ḫu-wa-ni,Wašḫuwani,Wašḫuwani,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Wašḫuwani
lexicon,wa-áš-ḫu-ru,Wašḫuru,Wašḫuru,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Wašḫuru
lexicon,ša-na-wa,šana,šanā,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šanā
lexicon,ša-na-um,šanā'um,šanā'u,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šanā'u
lexicon,ša-na-im,šanā'im,šanā'u,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šanā'u
lexicon,ša-na-ni-im,šanani'im,šanā'u,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šanā'u
lexicon,iš-ni-ma,išni-ma,šanā'um,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šanā'um
lexicon,iš-ni-ú,išniū,šanā'um,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šanā'um
lexicon,as-ni-iq,asniq,sanāqu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=sanāqu
lexicon,ip-qí-id-ni-a-tí,ipqidniāti,paqādu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=paqādu
lexicon,li-ip-qí-da-ku,lipqidakku,paqādu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=paqādu
lexicon,sá-na-aḫ-wi-ta,Sanaḫwitta,Sanaḫwitta,GN,,0,False,https://www.ebl.lmu.de/dictionary?word=Sanaḫwitta
lexicon,wa-ší-pu-ur-ba-ni,Wašiburubani,Wašiburubani,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Wašiburubani
lexicon,li-ip-qí-id-kà-ma,lipkidkama,paqādu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=paqādu
lexicon,wa-ší-bu-ru-um-ba-ni,Wašiburubani,Wašiburubani,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Wašiburubani
lexicon,ip-ta-aq-du-šu-um,iptaqdūšum,paqādu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=paqādu
lexicon,ip-qí-du-šu-ni-ma,ipqidūšunnima,paqādu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=paqādu
lexicon,ip-qí-du-šu-ni,ipqidūšuni,paqādu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=paqādu
lexicon,NA₄.GUG,sāmtum,sāmtu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=sāmtu
lexicon,NA₄.GUG,sāmtam,sāmtu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=sāmtu
lexicon,ip-qí-du-ni-ni,ipqidūninni,paqādu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=paqādu
lexicon,(NA₄)GUG,sāmtam,sāmtu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=sāmtu
lexicon,sà-a-am-tim,sāmtem,sāmtu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=sāmtu
lexicon,zu-uš-kà-na-ma,Zuškana-ma,Zušgana,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Zušgana
lexicon,ša-ma-tim,šamātem,šamtu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šamtu
lexicon,ša-ma-ṭim,šamātem,šamtu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šamtu
lexicon,wa-sí-pu-ur-šu,Wašiburšu,Wašiburšu,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Wašiburšu
lexicon,sà-am-tim,sāmtem,sāmtu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=sāmtu
lexicon,ip-qí-du-ú-ni,ipqiduni,paqādu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=paqādu
lexicon,ša-na-wa,Šana,Šanā,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Šanā
lexicon,ša-na-bu-ú,Šanabu,Šanabu,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Šanabu
lexicon,ša-na-bu,Šanabu,Šanabu,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Šanabu
lexicon,ša-na-pu,Šanabu,Šanabu,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Šanabu
lexicon,ša-na-pu-ú,Šanabu,Šanabu,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Šanabu
lexicon,ša-ma-a-a,Šanaḫurna,Šanaḫurna,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Šanaḫurna
