oa,english
"i-ša-qal 9 ma-na 11 2/3 GÍN KB ṣa-ru-pu-um i-ṣé-er A-šur-e-mu-qí a-16 ha-am-ša-tim i-ša-qal 4 ma-na KB ṣa-ru-pu-um iš-tí Ú-ṣú-ur-ša-A-šur ù A-šur-DÙG a-na 6 ha-am-ša-tim i-ša-qú-lu KÙG i-qá-qá-ad šál-mì-šu-nu ra-ki-is 5 ma-na KB i-ṣé-er Du-du DUMU Ba-zi-a ITI.1.KAM ša ke-<na->tim li-mu-um ša qá-tí I-dí-A-šur 4 ma-na KB i-na li-bi4 A-šur-ma-lik a-na 20 ha-am-ša-tim i-ša-qal 2 GÚ 30 ma-na URUDU SIG5 i-ṣé-er Ì-li-e-mu-qí DUMU A-mur-d/UTU a-na 20 ha-am-ša-tim i-ša-qal 2 ma-na KB ṣa-ru-pu-um i-ṣé-er Lá-qé-pí-im DUMU I-zi-za-am-DINGIR a-na 3 ha-am-ša-tim KB i-ša-qal 2 ma-na 10 GÍN KB ṣa-ru-pu-um i-ṣé-er Sá-gi-im ù Šu-ma-bi-a me-er-i-šu KB i-qá-qá-ad šál-mì-šu-nu ra-ki-is 1 1/3 ma-na 4 GÍN KB ṣa-ru-pu-um i-ṣé-er A-šur-na-da ù Sa-ha-ar-DINGIR KB i-na qá-qá-ad šál-mì-šu-nu ra-ki-is a-na 6 ha-am-ša-tim i-ša-qú-lu 2 GÚ 2 ma-na URUDU ší-kam i-ṣé-er Zi-ki-ki ITI.1.KAM ma-hu-ur-ì-lí li-mu-um A-mur-A-šur a-na ITI.2.KAM i-ša-qal ù 2/3 ma-na KB ṣa-ru-pu-um bé-ú-lá-at Zi-ki-ki-ma iš-tí KB","9 minas 11 2/3 shekels of refined silver is owed by Aššur-emūqi. He will pay in 16 weeks. 4 minas of refined silver is owed by Uṣur-ša-Aššur and Aššur-ṭāb. They will pay in 6 weeks. They are jointly responsible for the silver. 5 minas of silver is owed by Dudu son of Baziya; month Šakēnātim, eponymy after that of Iddin-Aššur. 4 minas of silver is in the possession of Aššur-malik. He will pay in 20 weeks. 2 talents 30 minas of good copper is owed by Ili-emūqi son of Amur-Šamaš. He will pay in 20 weeks. 2 minas of refined silver is owed by Lā-qēp son of Izzizam-ili. He will pay in 3 weeks. 2 minas 10 shekels of refined silver is owed by Sagum and his son Šumi-abiya; they are jointly responsible for the silver. 1 1/3 mina 4 shekels of refined silver is owed by Aššur-nādā and Sahar-ili; they are jointly responsible for the silver. They will pay in 6 weeks. 2 talents 2 minas of šikku-copper is owed by Zikiki. Month Maḫḫur-ilī, eponymy Amur-Aššur. He will pay in 2 months. Also, 2/3 mina of refined silver is the working-capital of Zikiki as well; he is"
"uk-ta-al šu-ma a-e-ma ú-dá-pì-ir ṣí-ib-tám ú-ṣa-áb ITI.1.KAM a-lá-na-tim li-mu-um Šu-Hu-bur 1 2/3 ma-na KB i-ṣé-er dIM-GAL ITI.1.KAM té-i-na-tim li-mu-um Šu-da-a a-na 8 ha-am-ša-tim KIŠIB A-šur-dan DUMU Ú-ku KIŠIB Ší-lu-lu a-hi-šu KIŠIB Bu-zi DUMU Šu-A-nim ša ŠE-am ša-<a->mì-im URUDU i-na A-limki a-na A-šur-dan DUMU Ú-[ku] ša ki Ša-lim-A-šur i-du-nu-ma ŠE-am SIG5 ma-hi-ir bi-ri i-na A-l[imki] i-ma-da-ad 6 ma-na KB i-ṣé-er Hu-ba-zi ù I-šar-ki-ma-ta-an a-hi-šu 2 ma-na 10 GÍN KB ṣa-ru-pá-am i-ṣé-<-er-> Ku-zi-a DUMU Bu-zi-zi ITI.1.KAM ma-hu-ur-DINGIR li-mu-<-um-> ša qá-tí dIM-ba-ni DUMU Puzur4-É-a 5 ma-na KB ṣa-ru-pu-um i-ṣé-er Ga-al-ga-li-a ù A-lu[-ú D]UMU A-du-du 3 ma-na KB ṣa-ru-pu-um i-ṣé-er Šu-Lá-ba-[an] DUMU Ba-zi A-šur-DÙG DUMU En-na-nim ù Ha-nu-nu a-na 10 ha-am-ša-tim i-ša-qú-lu 15 GÍN KB ṣa-ru-pu-um i-ṣé-er Šu-Sú-in DUMU Zu-ku-a a-na 3 ha-am-ša-tim KB i-ša-qa[l] šu-ma lá [iš]-qúl ṣí-ib-tám [ú-ṣa-á]b [ù] 1/3 ma-na [2] GÍN KB ṣa-ru-pá-am i-ṣ[é-e]r En-na-[Sú]-in li-mu-um A-[šur]-SIG5 ITI.[KAM] ku-zal-li","held in service by the silver. If he runs away somewhere, he will pay interest. Month Allanātum, eponymy Šu-Hubur. 1 2/3 minas of silver is owed by Adad-rabi. Month Tē'inātum, eponymy Šudaya. It runs for 8 weeks. Sealed by Aššur-dan son of Uku, by his brother Šilūlu, by Buzi son of Šu-Anum. They will give the copper in the City to Aššur-dan son of Uku, Šalim-Aššur's representative, for buying barley, and he will measure out good barley in the City according to the rate of the bīru-officials. 6 minas of silver owed by Hubazi and Išar-kimatān, his brother. 2 minas 10 shekels of refined silver is owed by Kuziya son of Buzizi. Month Maḫḫur-ilī, eponymy after Adad-bāni son of Puzur-Ea. 5 minas of refined silver is owed by Galgaliya and Alu son of Adudu. 3 minas of refined silver is owed by Šu-Laban son of Bazi, Aššur-ṭāb son of Ennānum and Hanunu. They will pay in 10 weeks. 15 shekels of refined silver is owed by Šu-Suen son of Zukuwa. He will pay the silver in 3 weeks; if he has not paid, he will add interest. Also, 1/3 mina 2 shekels of refined silver is owed by Enna-Suen. Eponymy Aššur-damiq, month Kuzallu."
"A-hu-a-hi a-na I-[na-a] iṣ-ba-at-ni-a-tí-ma um-ma A-hu-a-hi-ma a-na I-[na-a] ta-li-kam-ma KÙ.B. ù ṣí-ba-šú ša a-na I-dí-A-šur DUMU Er-šu-ma-lik ha-bu-lá-ku-ni ki-ma I-dí-A-šur KÙ.B. tal-qé u4-ma-am ta-li-kam-ma tup-pá-am ša ku-nu-ki-a ša a-ni-ša-am wa-ba-la-am qá-bi-a-tí-ni u4-ma-am lá ta-ta-ab-lam Er-šu-ma-lik ma-lá ù ší-né-šu iš-pu-ra-am um-ma šu-ut-ma É-kà a-na I-na-a dí-in tup-pá-am ša ku-nu-ki-kà a-na-ku ú-kà-al","Ahu'ahi seized us against Innāya and Ahu'ahi said to Innāya: ""You came here and the silver with the interest on it that I owe to Iddin-Aššur, son of Eršum-mālik, that silver you took in the name of Iddin-Aššur. Today you came here, but the tablet with my seal, which you had promised to bring here you have not brought me today."" Eršum-mālik wrote me a few times, saying: ""Give your house to Innāya; It is me who has the tablet with your seal in my possession."""
"um-ma A-hu-a-hi-ma a-na I-na-a-ma šu-ma tup-pá-am ša ku-nu-ki-a Er-šu-ma-lik i-ta-áb-lam-ma KÙ.B. ù ṣí-ba-sú lá ta-ša-qá-lam um-ma I-na-a-ma a-ša-qá-lá-kum a-na a-wa-tim a-ni-a-tim kà-ru-[um] Né-eh-ri-a i-dí-[ni-a-tí]-ma IGI GÍR ša [A-šur ší-b]u-tù-šu Pí-lá-ah-A-[šur DUMU I-bi]-sú-a i-dí-in [...] DUMU I-x-[...] tap-pá-i","Ahu'ahi also said to Innāya: ""If Eršum-mālik has brought the tablet with my seal will you then not pay me the silver and the interest on it?"" Innāya answered: ""Yes, I will pay (it) to you."" For these words kārum Nehriya made us available and before Aššur's dagger Pilah-Aššur, son of Ibisua, gave his testimony. [PN] son of Iddi[n-......] was my fellow witness."
"2 e-li-a-tum ša ša-<áp>-tim (TÀM) 2 mu-ta-tum ša hu-ur-hu-[ra] ni ša du-ul-ba-ti ša kà-mu-ni ú ša zi-bi4-bi4-a-ni iš-tí hu-ur-hu-ra-ni ra-ak-sú (ŠU) 1 na-ru-qú-um ša pá-na 1 na-ru-qum ša bu-uq-lim ú ba-pí-ri a-na qá-tum ša ra e 1 na-ru-qum","2 top-packs with wool, 2 half-packs with .........., with dulbātum, with cumin and with .........., (which) are packed together with the ..........; 1 bag which is in front, 1 bag with malt and beer-bread for use of the herders, 1 (other) bag"
"KIŠIB A-mur-A-šur DUMU Zu-ú-a KIŠIB Ta-as-ku-li KIŠIB Ú-ṣú-ra-nim","Seal of Amur-Aššur, son of Zū'a, seal of Taskuli, seal of Uṣurānum"
"ša 5 GÍN KÙ.B. ṣa-ru-pá-am i-ṣé-er Ú-ṣú-ra-nim Du-du i-šu-ú iš-tù a-limki i-tù-wa-r[i-šu] i-ša-qal šu-ma Ú-ṣú-ra-nam a-na a-limki Du-du ik-ta-ša-sú KÙ.B. i-na a-limki i-ša-qal-šum","that Uṣurānum owes 5 shekels of refined silver to Dudu. When he returns from the City he will pay. If Dudu catches up with Uṣurānum on the way to the City he will pay him the silver in the City."
"[x x x KÙ].B. a-na m[u-lá ší-i]m ANŠE 1/6 GÍN 5 1/2 ŠE a-na ša ma-ṣa-ra-tim 1/4 GÍN KÙ.B. a-na ki-ri-im 1/6 GÍN 5 1/2 ŠE a-na mu-ṣí-a 1/6 GÍ[N] KÙ.B. a-na x-bu x x x 1/6 GÍN a-na NINDA 1 LÁ 1/4 [GÍN KÙ.B.] a-na ku-[x -t]im mì-ma a-nim i-na Kà-ni-iš áš-qúl [x] GÍN a-ṣí-ba-ra-/tim [...] x a-na x","[x] silver to supplement? the price of the donkey. 35 1/2 grains (of silver) for the costs of guarding. 1/4 shekel of silver for drinks. 35 1/2 shekels for my mūṣum, 1/6 shekel of silver for ......., ............, 1/6 shekel for bread, 3/4 shekel for ........., All this I paid in Kanesh. [x] shekel for ṣ. [...] for [.......]"
"1 ma-na KÙ.B.[ø] ša i-na Ha-[hi-im] Zu-ú-a Kur-ub-I[štar] ú-[ha]-bi4{eras}-lu Kur-ub-Ištar ša-bu tup-pu-um šu-um-šu ša hu-bu-ul Zu-ú-a ša e-li-a-ni sá-ar IGI Šu-Ku-bi4-im IGI Šu-Nu-nu","With the 1 mina of silver which Kurub-Ištar borrowed to Zu'a in Haḫḫum Kurub-Ištar has been satisfied. Any tablet recording the debt of Zu'a that turns up is invalid. In the presence of Šū-Kūbum, of Šū-Nunu."
"a-na Mu-za A-šur-ma-lik ú A-du-ma-an a-na Mu-za qí-bi4-ma um-ma DINGIR-ba-ni-ma [3 ta-ma-lá-ke ku-nu-ki ša IGI A-du-ma-an a-áp-qí-dá-ki-ni a-na ší-né-šu t[a]-ma-lá-ke-en6 a-na A-šur-ma-lik ú A-du-ma-an ú-ší-ri a-na ša ki-ma i-a-tí qí-bi4-ma ta-ri-a-šu-nu-ma a-na IR DUMU En-nu-um-pí-iq-da-ma [Ku-ba-ba-at lu-ub-lá-am","Say to Muza, Aššur-mālik and Aduman, especially to Muza, thus Ilī-bāni: ""Three sealed boxes which I entrusted to you with Aduman as witness, release two boxes to Aššur-mālik and Aduman. Say to my representatives: Take them along and entrust them to Wardum, son of Ennam-Kubabat, to bring them to me."""
"1 ku-ta-nam i-na ILLAT A-šur-ta-ak-lá-/ku DUMU Qá-a-tim i-na É.GAL-lim a-na ša sí-mi-im A-mur-A-šur DUMU Zu-ú-a i-dí-in-ma a-na qá-tim ša A-šur-tak-ak-lá-ku ú-ṭá-hi-i i-na wa-ṣa KÙ.B. ša É.GAL-lim ša-al-ša-tim i-na qá-tim ša A-šur-ta-ak-lá-ku A-mur-A-šur i-lá-qé ší-ni-pí-e i-na mì-ší-it ILLAT-tim i-na qá-tim-ma ša A-šur-ta-ak-lá-ku i-lá-qé IGI En-nam-A-š[ur] DUMU Sú-in-na-d[a] IGI Sú-sà-a DUMU Šu-Ku-bi4-im IGI Šu-ki-tim DUMU Hu-ra-ṣí-<im>","1 kutānum textile from the caravan of Aššur-taklāku, son of Qayatum, Amur-Aššur, son of Zu'a, gave in the palace for those (required) for pre-emption and he transferred it to account of Aššur-taklāku. When the silver comes out of the palace Amur-Aššur will take one third (of its yield) from the share of Aššur-taklāku; two-thirds he will take out of the stock of the caravan also from the share of Aššur-taklāku. In the presence of Ennam-Aššur, son of Suen-nādā, of Susāya, son of Šū-Kūbum, of Šukutum, son of Huraṣum."
"a-na kà-ri-im Kà-ni-iš qí-bi4-ma um-ma u-bar-tum ša Ma-ma-a-ma a-na-kam ru-ba-ú Ma-ma-i-ú wa-ṣí-ma A-šur-ma-lik ú I-li-qú-li ší-ip-ri-ku-nu 20 u4-me-e nu-sà-as-hi-ir","Say to kārum Kanesh, thus the trading station of Mamma: ""Here, the ruler of Mamma is away and (therefore) we let your messengers Aššur-mālik and Ilī-qūlī stay for 20 days."""
"a-na A-šur-ma-li[k] ú Abu-ša-lim qí-bi-ma a-na [A-bu-ša]-lim qí-bi4-ma [um-ma ...]x-m[a] (gap) 5 [...] na-x [...] A-šur-m[a-lik ...]li]-dí-i[n] a-hi a-ta KÙ.B. e lá t[a-dí-ma] KÙ.B. ma-ar-ṣa-am i-ṣé-ri-a e lá [...] li-bi4 [li-i]m-[ra-a]ṣ ú a-x [...] ša x [...]","Say to Aššur-mālik and Abu-šalim, say especially to Abu-šalim, [thus ...]: ... Aššur-mālik ... let him give [silver]. Please, my brother, do not give silver. Do not [charge] me silver that brings me in difficulty, so that I my get. ..."
"um-ma A-lá-kam-ma a-na A-mur-A-šur [qí]-bi-ma lá ta-áš-ta-na-/me [ta-ak]-ší-tám la-šu [...] x-té-ṣú-bu-ni [... x]-šu-nu ù lu-bu-/ ší-šu-nu [...] x (gap) [...] x-x-[x] [...]-tum [...] x KI pá-ni-ú-tim-ma [...] 4 GÍN šé-bi4-lam [?] sú-ùh-ri-ka a-na a-kà-lim š[é-bi4-lam]","Thus Alakam, say to Amur-Aššur: ""Don't you here the rumor that no profit can be made? ... [for?] their [..........] and their garments ... ... ... with the first opportunity you must send me [x+]4 shekels of silver, send me what is needed so that the youngsters have food."""
"a-na Zi-ni A-mur-dUTU A-šur-i-mi-tí ú Ib-ni-dIŠKUR qí-bi4-ma a-na Zi-nim qí-bi4-ma um-ma A-šur-ma-lik-/ma 2 GÚ SÍG.HI.A SIG5 ša li-bi4-kà a-bi4 a-ta SÍG.HI.A SIG5 a-na Ib-ni-dIŠKUR dí-in 2 ṣú-ha-re ša ha-bu-lá-ku-ni Ib-ni-dIŠKUR i-ra-dí-a-kum","Say to Zini(m), Amur-Šamaš, Aššur-imittī and Ibni-Adad and especially to Zinim, thus Aššur-mālik: ""2 talents of fine wool which you owe, please, my father, give that fine wool to Ibni-Adad. The two slave boys which I owe you, Ibni-Adad will lead to you."""
"a-na ša ki-ma i-a-tí qí-bi4-ma SÍG.HI.A ša tù-ša-áš-qá-lá-šu-ni (NU) lu da-am-qá-/at šu-ma mì-ma a-šu-mì SÍG.HI.A Zi-ni iq-tí-bi4 da-na-tám qí-bi4-a-šu-ma ú a-na k[u] li-bu-/šu ú-ša-am-ra-aṣ ṣú-ha-ar-tám ša a-na Zi-ni e-zi-bu a-na qá-tí Ib-ni-dIŠKUR dí-in","Say to my representatives: 'The wool that you will have them weigh out must be of good quality! Should Zini argue about the wool, then speak to him in strong terms and I myself will also put strong pressure on him. Hand the slave-girl that I left to Zini over to Ibni-Adad'."""
"a-na um-mi-a-né Id-na-a A-šur-ba-ni ù Šu-Ku-bu-bi4-im qí-bi4-ma um-ma Šu-Sú-in-ma a-ma-kam ta-aq-bi4-a-nim um-ma a-tù-nu-ma i-ba-áb-tim ša Id-na-a 11 ma-na KÙ.B. Ku-la il5-qé a-li-kam-ma Ha-na-nam aṣ-ba-at-ma um-ma a-na-ku-ma KÙ.B. dí-na-am um-ma šu-ut-ma KÙ.B. Ku-la il-qé ší-be ú-šé-li-ma ki-ma KÙ.B. Ku-la il5-qé-ú","Say to the investors of Idnāya, Aššur-bāni and Šū-Kūbum, thus Šū-Suen: ""Over there you told me that from the outstanding claims of Idnāya Kula had taken 11 minas of silver. When I came here I seized Hanānum, saying: 'Give me that silver!' He answered: 'Kula took that silver'. He produced witnesses of the fact that Kula had taken it."""
"5 ma-na KÙ.B. ša ki-ma Ku-la iš-qú-lu-nim-ma i-sà-ah-ru-ma tup-pá-am ša 6 ma-na KÙ.B. ša hu-bu-ul Id-na-a ub-lu-nim ù a-ha-ma 5 ma-na KÙ.B. Id-na-a a-na Ku-la i-da-ma [5] ha-am-ša-tim i-be-el i-na tup-pì-im ša hu-bu-ul","Five minas of silver Kula's representatives paid me, but they changed their mind and brought me a tablet of a debt of 6 minas of silver of Idnāya. And, in addition (one stating that?) Idnāya will give 5 minas of silver to Kula, which he will have at his disposal for 5 weeks. The debt-note of Idnāya"
"Id-na-a ku-nu-uk A-šur-ba-ni ù I-dí-Sú-in wa-du-ú a-ma-kam A-šur-ba-ni ša-la-ma šu-ma KÙ.B. a-nam ša-bu a-na da-a-ni ni-li-ik KÙ.B. a-na ša-na-at ni-ip-ti-qí-/sú-<um> a-dí té-er-tum i-tù-ra-ni ih-da-ma i-dUTUší tup-pá-am ta-ša-me-a-ni A-šur-ba-ni ša-la-ma té-er-ta-ku-nu za-ku-tum li-li-kam tup-pu-um ša hu-bu-ul E-dí-na-a iš-tí-a i-ba-ší i-na pu-uz-ri-im a-mí-ša-am i-tal-kam","is marked by the seals of Aššur-bāni and Iddin-Suen. Ask Aššur-bāni over there whether he has been paid that silver. We turned to the judges, we entrusted the silver to him for a year. Be alert until a message comes back, (and) as soon as you read this letter you must inquire with Aššur-bāni and send me a clear report. The debt-note of Edināya is in my possession. He left in secret and went there."""
"a-na um-mì-a-né Id-na-a A-šur-ba-ni Šu-Ku-bi4-im ù Ni-mar-Ištar qí-bi4-ma um-ma Šu-Sú-in-ma i-na wa-ṣa-i-a I-dí-A-šur aṣ-ba-at-ma um-ma a-na-<ku>-/ma a-na qá-dé um-mì-a-[ni x x] KÙ.B. ta-zu-uz tup-p[á-a]m ha-ar-ma-am kà-li-ma-ni ša KÙ.B. a-na a-hi-a a-na e-bu-tí-im ta-dí-nu um-ma šu-ut-/ma tup-pu-a ù ší-bu-a i-Kà-/né-eš i-ba-ší-ú a-li-ik-ma ša ki-ma i-a-tí tup-pá-am lu-kà-li-mu-kà","Say to Idnāya's investors, Aššur-bāni, Šu-Kūbum and Nimar-Ištar, thus Šū-Suen: ""When I left I took hold of Iddin-Aššur and said to him: Together with [his?] investors you got your share of the silver, show me the certified record as proof that you gave the silver to my brother as investment loan. He said: 'My tablets and witnesses are in Kanesh. Go there, then my representatives can show you that tablet'."""
"a-na-kam ša ki-ma ku-a-tí a-dí ma-la ù ší-ni-šu aṣ-ba-at-ma um-ma a-na-ku-ma tup-pá-am ù ší-be kà-li-ma-ni um-ma šu-nu-ma tup-pá-am ù ší-be ú-x-dí ší-be4 i-šu-šu-nu-tí a-ma-kam I-dí-A-šur ṣa-áb-/ṭá-ma da-na-at-ku-nu qí-bi-a-šu-um ša ki-ma šu-ma tup-pá-am la uk-ta-li-mi-ni KÙ.B. ù ṣí-ba-sú iš-tù u4-mì-im ša KÙ.B. il5-qé-ú KÙ.B. ù ṣí-ba-sú ú-ta-ra-ku-nu-tí-ni","Here I seized your representatives several times saying: 'Show me the tablet and the witnesses!' They said: 'The tablet and the witnesses he has ...'. I have witnesses against them! Seize over there Iddin-Aššur and deliver your ultimatum by telling him that, if he fails to show me the tablet, he shall give back to you the silver and the interest accrued on it since the day he took the silver."
"a-na-kam tup-pu-ú ša Id-na-a i-na ku-nu-ki-šu ù ku-nu-uk DUMU Pá-pí-lim kà-an-ku IGI A-šur-ba-ni ù 2 DUMU-e um-mi-a-né tup-pí ni-ip-té-ma 1 ta-ah-sí-<is>-tám ša 1/2 ma-na KÙ.B. É kà-ri-im il5-qé-ú e-li-am ù ku-nu-<ki>-šu ša ki-ma šu-a-tí ú-dí-ú a-ma-lá té-er-tí-a ih-da-ma KÙ.B. 10 GÍN ù 1/3 ma-na GA-li-lá-ma tup-pá-am [da-nam li-qí-a-nim-ma i-na tup-pí-im ša a-limki lu wa-du-a-ku iš-tí iš-té-en a-li-ki-/im tup-pá-am ša-ak-ší-[d]a-nim","The tablets of Idnāya, provided with his seal and with the seal of Pappilum's son are here. We got access to these tablets in the presence of Aššur-bāni and of two licensed traders and a memorandum that he had obtained 1/2 mina of silver at the office of the kārum turned up and his representatives identified his seal. Follow my instruction and spend(?) 10 or 20 shekels of silver for me to obtain a strong tablet and see to it that it is identified as mine in the tablet of the City. Make it arrive with me with the first caravan."""
"um-ma Pu-šu-ke-en6-ma a-na Šu-Sú-in qí-bi-ma 1 ma-na [K]Ù.B. a-ší-mì-im ša DAM.GÀR a-dí-na-[kum] ší-ma-am ma-lá ta-áš-a-ma-ni a-na En-um-A-šur [dí-in] 5 GÍN KÙ.B. a-na ig-re AN[ŠE] a-na x-[.......] a-dí-i[n x x x] KÙ.B. a-ma-lá té-er-tí-kà a-d[a-na-kum]","Thus Pūšu-kēn to Šū-Suen: ""I gave you 1 mina of silver for (making) purchases for the merchant. [Give] whatever purchases you made to Ennam-Aššur. Five shekels of silver for hiring a donkey for ......... I gave [and x] silver I will give [you] in accordance with your report."""
"šu-ma TÚG a-bar-ni-a[m] kà-ab1-tám na-[ar-ba-a]m a-li-tab-ší-a [i-na] li-wi-ti[m l]i-wi-[šú] ù 2 TÚG ku-ta-ni kà-ab1-tù-tim lu i-[na] ku-a-ú-tim lu [i-na] ša DAM.GÀR lu i-na i-a-ú-tim ú-sú-uq-/ma pá-na-šu-nu a-qé-er-bi4-/im šu-ku-un-ma lá-hi-ba-šu-nu šu-ma ṣú-ha-re a-na lá-hu-bi-im lá tí-šu [l]i-tám (erasure) ù ku-<ta>-ni ut-ha-ra-am šu-ku-ma a-na-num ra-dí-a-am a-ša-pá-/ra-ma ú-šé-ra-ba-am","If (you bought) a heavy and s[oft] Abarnian garment for my personal dress, you must wrap it in a wrapping textile. You must also select two heavy kutānu-textiles from either your own ones or from those of the merchant or those belonging to me and turn them inside out and ............ them. If you have no servants to ...... them, then provide the ...... and the textile(s) with a mark and then I will send an escort from here to you to bring them in."
"um-ma En-na-Sú-in a-na A-nu-mì-ì-lí A-šur-ma-lik u Ib-na-dIŠKUR a-na Ib-na-dIŠKUR qí-bi4-ma ṣu-ha-<ra>-am té-zi-ba-am ú 1 TÚG ṣú-ba-sú ta-áp-qí-dam um-ma a-ta-ma a-dí 4 1/2 GÍN KÙ.B. i-da-na-ku-/ni ṣú-ba-sú lá tù-ša-ar um-ma šu-ut-ma e-zi-ib-šu-ma a-lá-ak i-na a-limki a-na SIG5 DIRI ša-bé-šu áš-KI-sú-ma ṣu-ba-tí-šu a-na ší-mì-im a-dí-ma 4 1/2 GÍN KÙ.B. i-dí-nam","Thus Ennam-Suen, say to Anum-ilī, Aššur-mālik and Ibni-Adad, in particular to Ibni-Adad: ""You left the boy to me and you entrusted to me 1 textile as his garment. You said: 'Until he gives you 4 1/2 shekels of silver you must not release his garment (to him)!' He said: 'I will leave him and go!' In the City for one of extra fine quality seven times I ...... him and I sold his garments and he gave me 4 1/2 shekels of silver."
"ú a-na a-lá-nim e-gu5-ra-ni-ma 1 GÍN KÙ.B. ig-re-a iq-bi4-a-am ú-lá i-dí-nam ú-ku-ul-tù-šu lá i-<dí>-nam ig-re-a ú-ku-ul-tù-šu ša ITU.2.KAM a-ma-kam ša-áš-qí-lá-šu a-hu-a(ŠU) be-lu-a a-tù-nu ih-da-ma KÙ.B. ša-áš-qí-lá-šu","Moreover, he hired me to go to the villages(?) and promised me 1 shekel of silver as my wage, but he did not give it to me, neither did he give me the food he should. Make him pay there my wage and his food for a period of two months. Please my brothers and lords, take care to make him pay the silver."""
"a-na Puzur4-... x x -ni a ni a ma ..... um-ma a-na-ku-ma i-na u4-um x be-lí ... i-lá-ka-am ú a-na x x x ra-al x [x x x] i-lá-kà-ma ..... um-ma NI-ma x x x x x x bu-sà-ma áš-pu-ra-ku-um ZA-AK ....","To Puzur-...... ""I said: 'On the day of ... he will come ..... he will come and thus ....... ......... I wrote to you .....'"
"[u]m-ma A-š[ur-ma-l]ik-ma a-na Šál-mi-hi-im Ha-ni ù A-šur-ra-x qí-bi-ma 37 za-pu-ú ša Ištar-lá-ma-sí ú ku-nu-tí ŠÀ.BA 7 ú-šé-sí-a-am-ma a-na-kam ma-ma-an lá-qá-a-am lá i-mu-[a] x KU-tum x x x","Thus Aššur-mālik say to Šalim-ahum, Hani and Aššur-ra....: ""(As for) the 37 bristles of Ištar-lamassī and of yours, 7 thereof I produced, but here nobody wants to take them ................"""
"a-ta ru-qí ù x [x] a-na A-num-DINGIR dí-in a-na A-n[um-DINGIR] qí-bi4-ma šu-ma x x ru-qí ù ṣí-ba-sú ta-da-nam lá i-mu-a-kum ší-be šu-ku-šu-um ki-ma ṣí-ib-tum i-lu-ku-/ni ù té-er-ta-kà li-li-kam ha-[.........]","you must give my kettle and ....... to Anum-ilī. Say to An[um-ilī]: 'If ........ refuses to give you my kettle and the interest on it set witnesses against him (while declaring) that interest will accrue and let a message from you reach me ...... .........'"
"a-na x-[...] qí-bi-ma [um-ma] Šu-Be-lum-ma [x x] ší-im GA-x[.........] a-na E-na-d[.......] dí-ni e-KÙ.B. i-na sú-x [......] al-qé x[..........] dí-ni x [.....] [............]","x-[...........] Say to .......... thus Šē-Bēlum [x x] the price of ........ give it to Ennam-[....] Apart from the silver ....... I took ..... give ...... ......."
